Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	449.627384110	450.528879961	68.337	432.800	86.133	0.9015	0.7546	344.531	0.8766	258.398	bm
2	Spectrogram 1	1	451.895971602	452.898190678	91.116	432.800	344.531	1.0022	0.6444	344.531	0.7719	86.133	bm
3	Spectrogram 1	1	454.371417306	454.994705494	177.178	499.321	344.531	0.6233	0.4528	430.664	0.8113	172.266	bm
4	Spectrogram 1	1	454.633481658	455.458630226	579.857	1079.178	861.328	0.8251	0.5631	947.461	0.9504	172.266	us
11	Spectrogram 1	1	455.338222280	455.749025859	161.071	483.214	344.531	0.4108	0.2728	430.664	0.7971	172.266	bm
5	Spectrogram 1	1	455.451547405	455.540082659	531.535	1046.964	775.195	0.0885	0.0522	861.328	0.8571	172.266	bk
6	Spectrogram 1	1	455.586120991	455.692363296	467.107	982.535	775.195	0.1062	0.0522	861.328	0.7222	172.266	bk
7	Spectrogram 1	1	455.741943039	455.858809574	402.678	1030.856	775.195	0.1169	0.0580	861.328	0.7895	258.398	bk
8	Spectrogram 1	1	455.915472137	456.028797262	434.893	1030.856	775.195	0.1133	0.0580	861.328	0.7368	258.398	bk
9	Spectrogram 1	1	456.099625465	456.209409180	354.357	1030.856	775.195	0.1098	0.0522	861.328	0.7222	258.398	bk
10	Spectrogram 1	1	456.273154563	456.407728149	370.464	982.535	775.195	0.1346	0.0580	861.328	0.7273	258.398	bk
12	Spectrogram 1	1	459.605621526	459.984552414	64.429	370.464	86.133	0.3789	0.2728	258.398	0.8438	172.266	bm
13	Spectrogram 1	1	465.257712146	465.927038667	96.643	386.571	258.398	0.6693	0.4644	344.531	0.8000	172.266	bm
14	Spectrogram 1	1	467.428596576	468.225413862	112.750	451.000	258.398	0.7968	0.5979	344.531	0.8248	172.266	bm
15	Spectrogram 1	1	469.224902244	470.597179261	170.842	466.968	258.398	1.3723	1.0507	344.531	0.8809	172.266	bm
