Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2456.041153034	2456.471683586	183.206	480.916	375.000	0.4305	0.2667	375.000	0.8000	93.750	bm
2	Spectrogram 1	1	2456.560928340	2456.689465904	503.817	916.031	656.250	0.1285	0.0693	750.000	0.7826	93.750	bk
3	Spectrogram 1	1	2457.122434542	2457.362596833	137.405	458.015	281.250	0.2402	0.1653	375.000	0.8409	187.500	bm
4	Spectrogram 1	1	2457.731296688	2457.951163574	114.504	480.916	281.250	0.2199	0.1440	375.000	0.8000	187.500	bm
5	Spectrogram 1	1	2458.854309091	2459.016672330	618.321	938.931	843.750	0.1624	0.1013	843.750	0.8276	93.750	bk
6	Spectrogram 1	1	2459.662742719	2459.902905010	572.519	961.832	750.000	0.2402	0.1973	843.750	0.9545	187.500	bk
7	Spectrogram 1	1	2460.143067301	2460.346021349	160.305	572.519	375.000	0.2030	0.1013	468.750	0.7027	187.500	bm
8	Spectrogram 1	1	2460.366316754	2461.056360520	519.685	1157.480	843.750	0.6900	0.5440	1031.250	0.8837	281.250	us
9	Spectrogram 1	1	2461.042830250	2461.127394437	448.819	1039.370	750.000	0.0846	0.0587	937.500	1.0000	375.000	bk
10	Spectrogram 1	1	2461.144307275	2461.235636597	472.441	1062.992	750.000	0.0913	0.0640	843.750	1.0000	187.500	bk
11	Spectrogram 1	1	2461.215341192	2461.299905379	519.685	1015.748	750.000	0.0846	0.0640	843.750	0.8667	281.250	bk
13	Spectrogram 1	1	2461.289757676	2461.553597940	118.110	472.441	281.250	0.2638	0.2187	468.750	0.9184	281.250	bm
12	Spectrogram 1	1	2461.377704431	2461.469033753	496.063	1039.370	750.000	0.0913	0.0640	843.750	0.8750	281.250	bk
14	Spectrogram 1	1	2461.594188749	2461.692283206	401.575	1039.370	750.000	0.0981	0.0693	843.750	0.9444	281.250	bk
15	Spectrogram 1	1	2461.712578611	2461.797142798	496.063	1086.614	750.000	0.0846	0.0640	843.750	0.9286	187.500	bk
16	Spectrogram 1	1	2461.797142798	2461.908767525	519.685	1015.748	750.000	0.1116	0.0800	843.750	0.9500	281.250	bk
17	Spectrogram 1	1	2461.814055635	2462.071130764	141.732	519.685	281.250	0.2571	0.1973	468.750	0.9362	281.250	bm
18	Spectrogram 1	1	2462.135399546	2462.321440757	519.685	1015.748	750.000	0.1860	0.1333	843.750	0.8529	187.500	bk
19	Spectrogram 1	1	2462.355266432	2462.514247104	118.110	543.307	375.000	0.1590	0.0960	468.750	0.7586	187.500	bm
20	Spectrogram 1	1	2462.483803996	2462.581898453	472.441	968.504	656.250	0.0981	0.0693	843.750	0.8889	281.250	bk
21	Spectrogram 1	1	2462.649549803	2462.774704800	614.173	1015.748	750.000	0.1252	0.0853	843.750	0.8261	187.500	bk
22	Spectrogram 1	1	2462.953980876	2463.106196413	188.976	566.929	375.000	0.1522	0.0693	468.750	0.6786	187.500	bm
23	Spectrogram 1	1	2463.018249658	2463.180612897	496.063	944.882	750.000	0.1624	0.0960	843.750	0.8333	281.250	bk
24	Spectrogram 1	1	2463.223651297	2463.400647190	118.110	425.197	281.250	0.1770	0.1333	375.000	0.8125	187.500	bm
