Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	206.738338636	207.257633643	132.884	369.122	258.398	0.5193	0.4063	344.531	0.8876	172.266	bm
2	Spectrogram 1	1	208.390072152	208.950034840	132.884	428.181	258.398	0.5600	0.4063	344.531	0.8842	172.266	bm
3	Spectrogram 1	1	210.808235045	211.117935079	132.884	472.476	344.531	0.3097	0.2322	344.531	0.8846	86.133	bm
4	Spectrogram 1	1	211.027214867	211.646614935	649.654	1063.071	861.328	0.6194	0.4760	947.461	0.9245	172.266	us
5	Spectrogram 1	1	211.646614935	211.727950298	590.595	1018.776	775.195	0.0813	0.0464	947.461	0.7692	258.398	bk
6	Spectrogram 1	1	211.781131112	211.856209908	537.645	1008.084	775.195	0.0751	0.0522	861.328	0.8333	172.266	bk
7	Spectrogram 1	1	211.912519005	211.996982651	554.446	1041.687	775.195	0.0845	0.0464	861.328	0.9231	172.266	bk
8	Spectrogram 1	1	212.062676597	212.150268526	504.042	991.283	775.195	0.0876	0.0580	861.328	0.9286	172.266	bk
9	Spectrogram 1	1	212.228475606	212.309810968	470.439	1041.687	775.195	0.0813	0.0522	861.328	0.8462	172.266	bk
10	Spectrogram 1	1	212.391146331	212.484994826	470.439	1008.084	775.195	0.0938	0.0639	861.328	0.9333	258.398	bk
11	Spectrogram 1	1	212.556945339	212.653922117	504.042	1008.084	775.195	0.0970	0.0580	861.328	0.9333	258.398	bk
12	Spectrogram 1	1	212.744642329	212.838490824	453.638	1008.084	775.195	0.0938	0.0639	861.328	0.9333	258.398	bk
13	Spectrogram 1	1	212.932339320	213.019931248	420.035	974.482	775.195	0.0876	0.0639	861.328	0.9333	258.398	bk
14	Spectrogram 1	1	223.080489934	223.809379913	134.411	420.035	258.398	0.7289	0.5166	344.531	0.8952	172.266	bm
15	Spectrogram 1	1	225.090367609	225.346963118	168.014	420.035	258.398	0.2566	0.1741	344.531	0.8605	172.266	bm
16	Spectrogram 1	1	225.638951110	226.320256426	184.815	436.837	258.398	0.6813	0.4238	344.531	0.8205	86.133	bm
17	Spectrogram 1	1	227.833285114	228.081032501	134.411	453.638	344.531	0.2477	0.1393	344.531	0.7857	86.133	bm
