Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1005.596020003	1006.038360906	174.534	494.513	344.531	0.4423	0.3019	430.664	0.7867	172.266	bm
2	Spectrogram 1	1	1006.164641170	1006.263942189	143.983	431.950	258.398	0.0993	0.0522	344.531	0.8125	86.133	bm
3	Spectrogram 1	1	1006.272969554	1006.358729525	329.104	905.037	689.062	0.0858	0.0639	775.195	0.9286	258.398	bk
4	Spectrogram 1	1	1006.866518827	1006.977104053	102.845	514.226	258.398	0.1106	0.0464	344.531	0.6667	86.133	bm
5	Spectrogram 1	1	1006.963563005	1007.058350341	411.381	925.606	689.062	0.0948	0.0580	775.195	0.8667	258.398	bk
6	Spectrogram 1	1	1007.604505946	1007.708320648	82.276	473.088	258.398	0.1038	0.0639	344.531	0.8235	86.133	bm
7	Spectrogram 1	1	1007.706063807	1007.782796412	452.519	884.468	689.062	0.0767	0.0522	775.195	0.9167	172.266	bk
8	Spectrogram 1	1	1008.207390044	1008.503036260	102.845	575.933	344.531	0.2956	0.2032	430.664	0.8800	172.266	bm
9	Spectrogram 1	1	1008.505293102	1008.593309914	390.812	884.468	689.062	0.0880	0.0522	861.328	0.9286	344.531	bk
10	Spectrogram 1	1	1008.507549943	1009.162033932	452.519	1049.021	775.195	0.6545	0.6095	947.461	0.9910	344.531	us
12	Spectrogram 1	1	1008.983743466	1009.116897106	82.276	493.657	258.398	0.1332	0.0580	344.531	0.6818	86.133	bm
11	Spectrogram 1	1	1009.087558168	1009.173318139	452.519	863.899	689.062	0.0858	0.0580	775.195	0.9231	258.398	bk
13	Spectrogram 1	1	1009.312611818	1009.379636586	534.795	1007.882	775.195	0.0670	0.0406	861.328	0.8182	172.266	bk
14	Spectrogram 1	1	1009.461023805	1009.529644401	534.795	1090.159	775.195	0.0686	0.0348	861.328	0.7273	172.266	bk
15	Spectrogram 1	1	1009.467407116	1009.607839964	123.414	452.519	344.531	0.1404	0.1045	344.531	0.9130	86.133	bm
16	Spectrogram 1	1	1009.569540097	1009.641352348	308.535	905.037	689.062	0.0718	0.0522	775.195	0.9091	258.398	bk
17	Spectrogram 1	1	1009.620606587	1009.709972945	431.950	987.313	775.195	0.0894	0.0639	861.328	0.8000	344.531	bk
18	Spectrogram 1	1	1009.788168508	1009.879130693	431.950	1028.451	775.195	0.0910	0.0464	861.328	0.8000	172.266	bk
19	Spectrogram 1	1	1009.962113740	1010.045096786	431.950	1007.882	775.195	0.0830	0.0464	861.328	0.8571	172.266	bk
20	Spectrogram 1	1	1009.970092879	1010.088184137	123.414	473.088	344.531	0.1181	0.0697	344.531	0.7895	86.133	bm
21	Spectrogram 1	1	1010.078609170	1010.155208906	349.674	905.037	689.062	0.0766	0.0580	775.195	0.9231	258.398	bk
22	Spectrogram 1	1	1010.145633939	1010.231808641	473.088	946.175	775.195	0.0862	0.0697	861.328	0.8571	344.531	bk
23	Spectrogram 1	1	1010.338729105	1010.424903807	390.812	1007.882	775.195	0.0862	0.0464	861.328	0.8571	258.398	bk
24	Spectrogram 1	1	1010.564300973	1010.636519896	473.088	946.175	775.195	0.0722	0.0406	861.328	0.8182	258.398	bk
25	Spectrogram 1	1	1010.654574626	1010.767416693	102.845	452.519	258.398	0.1128	0.0755	344.531	0.8333	86.133	bm
26	Spectrogram 1	1	1010.760646169	1010.848662982	390.812	987.313	775.195	0.0880	0.0639	861.328	0.9286	344.531	bk
27	Spectrogram 1	1	1010.979559780	1011.058549227	431.950	966.744	775.195	0.0790	0.0522	861.328	0.8333	258.398	bk
28	Spectrogram 1	1	1011.196216549	1011.272949154	431.950	946.175	775.195	0.0767	0.0464	861.328	0.8333	258.398	bk
29	Spectrogram 1	1	1011.469294351	1011.584393260	123.414	452.519	258.398	0.1151	0.0755	344.531	0.8421	86.133	bm
30	Spectrogram 1	1	1011.593420625	1011.679180596	431.950	884.468	689.062	0.0858	0.0522	775.195	0.8571	258.398	bk
31	Spectrogram 1	1	1012.344684671	1012.708533414	123.414	452.519	258.398	0.3638	0.2438	344.531	0.7705	86.133	bm
32	Spectrogram 1	1	1013.324522951	1014.125628516	143.983	431.950	258.398	0.8011	0.6037	344.531	0.8394	172.266	bm
