Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	203.484175857	204.950346233	118.794	492.146	281.250	1.4662	1.1947	375.000	0.9197	187.500	bm
2	Spectrogram 1	1	206.589007242	207.162870308	152.735	458.205	281.250	0.5739	0.4000	375.000	0.8131	187.500	bm
3	Spectrogram 1	1	206.867645956	207.766587522	627.911	1069.145	843.750	0.8989	0.6720	937.500	0.9524	187.500	us
5	Spectrogram 1	1	207.302189665	207.915858261	152.735	475.176	281.250	0.6137	0.5547	468.750	0.9561	281.250	bm
4	Spectrogram 1	1	207.793124542	207.929126772	593.970	984.293	750.000	0.1360	0.1227	937.500	1.0000	281.250	bk
6	Spectrogram 1	1	207.978883685	208.114885914	543.058	967.322	750.000	0.1360	0.0960	843.750	0.9167	281.250	bk
7	Spectrogram 1	1	208.164642828	208.313913567	526.087	1001.263	750.000	0.1493	0.1120	843.750	0.9259	281.250	bk
8	Spectrogram 1	1	208.357036225	208.483087072	475.176	984.293	750.000	0.1261	0.0960	843.750	0.9565	281.250	bk
9	Spectrogram 1	1	208.562698133	208.818116955	475.176	899.440	750.000	0.2554	0.1920	843.750	0.8298	281.250	bk
10	Spectrogram 1	1	209.725059342	210.794636245	152.735	441.235	281.250	1.0696	0.9120	375.000	0.9146	187.500	bm
