Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	581.6197657	582.0750274	121.599	506.664	258.398	0.4553	0.238	344.531	0.7532	86.133	bm
2	Spectrogram 1	1	582.4896408	583.1156256	101.333	567.463	344.531	0.626	0.3541	430.664	0.7477	172.266	bm
3	Spectrogram 1	1	583.2213114	583.5383686	141.866	567.463	344.531	0.3171	0.1858	430.664	0.7407	172.266	bm
4	Spectrogram 1	1	583.9611116	584.2212612	121.599	587.73	344.531	0.2601	0.1103	430.664	0.6136	172.266	bm
5	Spectrogram 1	1	586.6276444	586.9203127	141.866	547.197	344.531	0.2927	0.1103	430.664	0.66	172.266	bm
6	Spectrogram 1	1	586.883863	587.7116538	830.928	1215.993	1033.594	0.8278	0.6153	1119.727	0.8028	172.266	us
7	Spectrogram 1	1	587.6958922	587.7936175	501.571	1189.441	861.328	0.0977	0.0348	1033.594	0.625	344.531	bk
8	Spectrogram 1	1	587.8051146	587.9603254	358.265	1089.126	775.195	0.1552	0.0522	861.328	0.6154	258.398	bk
9	Spectrogram 1	1	587.9833196	588.1442789	358.265	1031.804	775.195	0.161	0.0639	861.328	0.7037	258.398	bk
10	Spectrogram 1	1	588.1902672	588.3512266	329.604	1074.796	775.195	0.161	0.0755	861.328	0.7037	258.398	bk
11	Spectrogram 1	1	588.408712	588.5524257	401.257	1060.465	775.195	0.1437	0.0697	861.328	0.6667	258.398	bk
12	Spectrogram 1	1	588.6099112	588.7708705	329.604	1060.465	775.195	0.161	0.0639	861.328	0.7308	258.398	bk
13	Spectrogram 1	1	588.8570987	589.0065609	372.596	1046.135	775.195	0.1495	0.0697	861.328	0.68	258.398	bk
14	Spectrogram 1	1	589.0927891	589.2537485	315.273	1060.465	775.195	0.161	0.0639	861.328	0.6296	258.398	bk
15	Spectrogram 1	1	589.3457252	589.4779418	329.604	1089.126	775.195	0.1322	0.058	861.328	0.6667	258.398	bk
16	Spectrogram 1	1	589.5871642	589.742375	329.604	1060.465	775.195	0.1552	0.0697	861.328	0.6538	258.398	bk
17	Spectrogram 1	1	589.7826148	589.9205799	128.975	530.233	344.531	0.138	0.0871	430.664	0.8696	172.266	bm
18	Spectrogram 1	1	589.8458488	590.0010596	286.612	1031.804	775.195	0.1552	0.0755	861.328	0.72	258.398	bk
19	Spectrogram 1	1	590.2252529	590.3517209	200.629	472.91	344.531	0.1265	0.058	430.664	0.8095	172.266	bm
20	Spectrogram 1	1	590.3459724	590.4609433	458.58	960.151	775.195	0.115	0.0755	861.328	0.7895	258.398	bk
21	Spectrogram 1	1	591.214003	591.3347225	128.975	544.563	344.531	0.1207	0.0697	430.664	0.85	172.266	bm
22	Spectrogram 1	1	591.3002312	591.4726876	472.91	931.49	775.195	0.1725	0.0871	861.328	0.8621	258.398	bk
23	Spectrogram 1	1	591.6049042	591.760115	100.314	515.902	344.531	0.1552	0.0639	344.531	0.72	86.133	bm
24	Spectrogram 1	1	591.7141266	591.8808345	386.926	931.49	689.062	0.1667	0.058	775.195	0.6296	172.266	bk
25	Spectrogram 1	1	598.3709441	598.9572959	100.314	458.58	258.398	0.5864	0.3367	344.531	0.86	172.266	bm
26	Spectrogram 1	1	599.095261	599.6586187	200.629	501.571	344.531	0.5634	0.3309	430.664	0.8333	172.266	bm
27	Spectrogram 1	1	600.428924	600.6588658	143.306	558.894	344.531	0.2299	0.0871	430.664	0.6053	172.266	bm
28	Spectrogram 1	1	601.281149	602.0615976	171.967	530.233	344.531	0.7804	0.2728	430.664	0.7895	172.266	bm
29	Spectrogram 1	1	603.0371584	603.3298266	157.637	530.233	344.531	0.2927	0.1161	430.664	0.6531	172.266	bm
