Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2827.309863084	2827.596883452	159.099	441.942	281.250	0.2870	0.1920	375.000	0.8302	187.500	bm
2	Spectrogram 1	1	2828.075818200	2828.224651169	159.099	477.297	281.250	0.1488	0.0907	375.000	0.7778	187.500	bm
3	Spectrogram 1	1	2829.936230314	2830.254191657	141.421	459.619	281.250	0.3180	0.2347	375.000	0.9138	187.500	bm
4	Spectrogram 1	1	2830.744663941	2830.991591367	176.777	512.652	281.250	0.2469	0.1653	375.000	0.8222	187.500	bm
5	Spectrogram 1	1	2832.730231052	2832.916272263	123.744	459.619	281.250	0.1860	0.1387	375.000	0.8824	187.500	bm
6	Spectrogram 1	1	2834.249003850	2834.614321138	123.744	494.975	281.250	0.3653	0.2720	375.000	0.8971	187.500	bm
7	Spectrogram 1	1	2835.050672342	2835.179209907	141.421	494.975	281.250	0.1285	0.0907	468.750	0.8696	281.250	bm
8	Spectrogram 1	1	2836.867111079	2837.367731066	123.744	512.652	281.250	0.5006	0.3733	375.000	0.9032	187.500	bm
9	Spectrogram 1	1	2839.871230014	2840.138452845	159.099	477.297	281.250	0.2672	0.1653	375.000	0.7551	93.750	bm
10	Spectrogram 1	1	2840.131687710	2840.913060798	494.975	1096.016	843.750	0.7814	0.6133	937.500	0.8836	187.500	us
11	Spectrogram 1	1	2840.625542562	2840.770992964	424.264	813.173	750.000	0.1455	0.1227	750.000	0.9231	187.500	bk
12	Spectrogram 1	1	2840.896147961	2841.011155255	530.330	1025.305	750.000	0.1150	0.0693	937.500	0.9000	281.250	bk
14	Spectrogram 1	1	2841.007772688	2841.119397414	141.421	459.619	281.250	0.1116	0.0853	375.000	0.9000	187.500	bm
13	Spectrogram 1	1	2841.055128632	2841.163370792	424.264	1007.627	750.000	0.1082	0.0693	843.750	0.9000	281.250	bk
15	Spectrogram 1	1	2841.227639574	2841.332499166	406.586	989.949	750.000	0.1049	0.0640	843.750	0.8889	281.250	bk
16	Spectrogram 1	1	2841.437358757	2841.542218349	459.619	989.949	750.000	0.1049	0.0800	843.750	0.9474	281.250	bk
17	Spectrogram 1	1	2841.461036730	2841.559131187	141.421	441.942	281.250	0.0981	0.0693	375.000	0.8889	187.500	bm
18	Spectrogram 1	1	2841.555748619	2841.650460509	459.619	954.594	656.250	0.0947	0.0853	843.750	0.9412	281.250	bk
19	Spectrogram 1	1	2841.650460509	2841.775615505	406.586	1007.627	750.000	0.1252	0.0747	843.750	0.8636	281.250	bk
20	Spectrogram 1	1	2842.042838336	2842.161228198	141.421	459.619	281.250	0.1184	0.0800	375.000	0.9048	187.500	bm
21	Spectrogram 1	1	2842.110489686	2842.235644683	512.652	919.239	656.250	0.1252	0.0853	843.750	0.9130	281.250	bk
22	Spectrogram 1	1	2842.232262115	2842.485954676	176.777	459.619	281.250	0.2537	0.1653	375.000	0.7447	187.500	bm
23	Spectrogram 1	1	2842.624639943	2842.729499535	565.685	936.916	750.000	0.1049	0.0533	843.750	0.7778	187.500	bk
24	Spectrogram 1	1	2842.803916019	2843.182763577	141.421	459.619	281.250	0.3788	0.2613	375.000	0.8143	187.500	bm
