Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3273.005257002	3273.788713417	152.888	496.886	375.000	0.7835	0.5760	375.000	0.8288	93.750	bm
2	Spectrogram 1	1	3274.009429756	3274.249265740	108.108	459.459	281.250	0.2398	0.1973	375.000	0.9091	187.500	bm
3	Spectrogram 1	1	3274.232375882	3274.337093002	405.405	918.919	656.250	0.1047	0.0853	750.000	1.0000	281.250	bk
4	Spectrogram 1	1	3275.424799861	3275.603832356	135.135	540.541	281.250	0.1790	0.1387	375.000	0.9688	187.500	bm
5	Spectrogram 1	1	3276.046346637	3276.360497996	162.162	513.514	375.000	0.3142	0.2453	468.750	0.8793	187.500	bm
6	Spectrogram 1	1	3276.276048706	3276.998934631	567.568	1162.162	843.750	0.7229	0.5920	937.500	0.9185	187.500	us
7	Spectrogram 1	1	3277.003730077	3277.111216476	486.486	1108.108	843.750	0.1075	0.0800	937.500	0.9474	281.250	bk
8	Spectrogram 1	1	3277.142268102	3277.237811567	540.541	1189.189	843.750	0.0955	0.0693	937.500	0.8824	281.250	bk
9	Spectrogram 1	1	3277.295137646	3277.373961005	378.378	1189.189	843.750	0.0788	0.0533	937.500	0.9286	375.000	bk
10	Spectrogram 1	1	3277.369183832	3277.474281644	540.541	1027.027	750.000	0.1051	0.0907	843.750	1.0000	281.250	bk
11	Spectrogram 1	1	3277.464727297	3277.555493589	324.324	1081.081	656.250	0.0908	0.0747	937.500	0.9375	468.750	bk
12	Spectrogram 1	1	3277.639094121	3277.739414760	405.405	1162.162	750.000	0.1003	0.0853	937.500	1.0000	468.750	bk
14	Spectrogram 1	1	3277.844512572	3277.930501690	135.135	486.486	281.250	0.0860	0.0587	468.750	0.8667	281.250	bm
13	Spectrogram 1	1	3277.863621265	3277.947221797	405.405	1108.108	750.000	0.0836	0.0800	843.750	1.0000	375.000	bk
15	Spectrogram 1	1	3277.954387557	3278.052319609	432.432	1027.027	750.000	0.0979	0.0800	843.750	0.8824	281.250	bk
16	Spectrogram 1	1	3278.078594061	3278.169360353	432.432	1054.054	656.250	0.0908	0.0800	843.750	1.0000	375.000	bk
17	Spectrogram 1	1	3278.329395658	3278.429716296	405.405	1135.135	750.000	0.1003	0.0907	937.500	1.0000	468.750	bk
18	Spectrogram 1	1	3278.721123865	3278.857273303	108.108	567.568	281.250	0.1361	0.0907	562.500	0.8333	375.000	bm
19	Spectrogram 1	1	3278.816667331	3278.924153729	513.514	1027.027	750.000	0.1075	0.0800	843.750	0.9474	281.250	bk
20	Spectrogram 1	1	3279.141515113	3279.633563959	135.135	513.514	375.000	0.4920	0.4053	468.750	0.9121	187.500	bm
21	Spectrogram 1	1	3279.432922682	3279.528466147	459.459	1027.027	750.000	0.0955	0.0693	843.750	0.9412	375.000	bk
22	Spectrogram 1	1	3280.584221438	3280.792028475	108.108	540.541	281.250	0.2078	0.1227	375.000	0.8421	187.500	bm
23	Spectrogram 1	1	3281.678194115	3282.067533736	108.108	540.541	281.250	0.3893	0.2667	375.000	0.8194	187.500	bm
24	Spectrogram 1	1	3282.509422263	3282.726783647	135.135	459.459	281.250	0.2174	0.1653	375.000	0.8000	187.500	bm
25	Spectrogram 1	1	3284.143215519	3284.405960049	135.135	513.514	281.250	0.2627	0.1707	375.000	0.7755	187.500	bm
26	Spectrogram 1	1	3285.062821373	3285.294514276	81.081	540.541	93.750	0.2317	0.2027	375.000	0.9524	281.250	bm
