Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2804.203257100	2804.385036667	125.000	500.000	281.250	0.1818	0.1280	375.000	0.8485	187.500	bm
2	Spectrogram 1	1	2805.711527367	2806.070079520	150.000	500.000	281.250	0.3586	0.2720	375.000	0.8507	187.500	bm
3	Spectrogram 1	1	2806.496283022	2806.766888420	150.000	475.000	281.250	0.2706	0.2027	375.000	0.8980	187.500	bm
4	Spectrogram 1	1	2809.493237809	2809.797668882	175.000	500.000	281.250	0.3044	0.2080	375.000	0.8421	187.500	bm
5	Spectrogram 1	1	2810.372705353	2810.643310752	100.000	500.000	281.250	0.2706	0.1813	375.000	0.8000	187.500	bm
6	Spectrogram 1	1	2811.942216664	2812.551078810	100.000	450.000	281.250	0.6089	0.3680	375.000	0.7257	187.500	bm
7	Spectrogram 1	1	2814.910953695	2815.241027119	123.744	548.008	281.250	0.3301	0.1547	375.000	0.5738	93.750	bm
8	Spectrogram 1	1	2815.150091411	2815.846900312	601.041	1113.693	843.750	0.6968	0.5547	937.500	0.9000	187.500	us
9	Spectrogram 1	1	2815.566147211	2815.674389371	441.942	813.173	656.250	0.1082	0.0693	750.000	0.9474	187.500	bk
10	Spectrogram 1	1	2815.843517745	2815.934847066	512.652	1007.627	843.750	0.0913	0.0427	937.500	0.7500	281.250	bk
11	Spectrogram 1	1	2815.978820444	2816.083680036	459.619	1060.660	750.000	0.1049	0.0533	843.750	0.8889	187.500	bk
12	Spectrogram 1	1	2816.158096520	2816.256190977	406.586	1042.983	750.000	0.0981	0.0587	843.750	0.8333	281.250	bk
13	Spectrogram 1	1	2816.320459759	2816.428701918	371.231	1042.983	750.000	0.1082	0.0587	843.750	0.8421	281.250	bk
14	Spectrogram 1	1	2816.513266105	2816.624890832	388.909	1007.627	750.000	0.1116	0.0693	843.750	0.8500	281.250	bk
15	Spectrogram 1	1	2816.726367857	2816.814314611	388.909	989.949	750.000	0.0879	0.0587	843.750	0.9333	281.250	bk
16	Spectrogram 1	1	2816.942852175	2817.047711767	371.231	972.272	750.000	0.1049	0.0640	843.750	0.7895	281.250	bk
17	Spectrogram 1	1	2817.504358377	2817.656573914	176.777	494.975	281.250	0.1522	0.0907	375.000	0.8148	93.750	bm
18	Spectrogram 1	1	2817.768198640	2817.862910530	494.975	883.883	656.250	0.0947	0.0640	750.000	0.8824	187.500	bk
19	Spectrogram 1	1	2818.272201195	2818.644283617	123.744	477.297	281.250	0.3721	0.2880	375.000	0.8676	187.500	bm
