Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	115.020772981	115.596048571	179.268	492.988	344.531	0.5753	0.4876	430.664	0.9184	172.266	bm
2	Spectrogram 1	1	115.829477982	115.952158048	134.451	470.579	344.531	0.1227	0.0871	430.664	0.9000	258.398	bm
3	Spectrogram 1	1	115.936015934	116.032868618	448.171	941.159	689.062	0.0969	0.0639	861.328	0.8750	258.398	bk
4	Spectrogram 1	1	117.033679682	117.120847097	134.451	448.171	258.398	0.0872	0.0697	430.664	1.0000	258.398	bm
5	Spectrogram 1	1	117.111161829	117.208014512	470.579	896.341	689.062	0.0969	0.0639	775.195	0.9333	258.398	bk
6	Spectrogram 1	1	117.918267526	118.005434941	156.860	515.396	258.398	0.0872	0.0639	430.664	1.0000	258.398	bm
7	Spectrogram 1	1	118.002206518	118.089373933	425.762	896.341	689.062	0.0872	0.0697	775.195	0.9286	258.398	bk
8	Spectrogram 1	1	119.075757664	119.476082089	156.860	515.396	344.531	0.4003	0.3251	430.664	0.8971	258.398	bm
9	Spectrogram 1	1	119.253320917	119.359858869	403.354	851.524	602.930	0.1065	0.0755	775.195	0.9412	344.531	bk
10	Spectrogram 1	1	119.314660950	119.873178092	582.622	1075.610	861.328	0.5585	0.5108	947.461	0.9375	344.531	us
11	Spectrogram 1	1	119.876406515	119.960345507	537.805	1075.610	861.328	0.0839	0.0464	947.461	0.7857	172.266	bk
12	Spectrogram 1	1	120.002315003	120.089482419	515.396	1053.201	775.195	0.0872	0.0464	947.461	0.8571	258.398	bk
17	Spectrogram 1	1	120.066883459	120.166964566	156.860	515.396	344.531	0.1001	0.0580	430.664	0.8125	258.398	bm
13	Spectrogram 1	1	120.150822452	120.260588826	425.762	1008.384	775.195	0.1098	0.0697	861.328	0.8889	344.531	bk
14	Spectrogram 1	1	120.318700437	120.412324697	403.354	1053.201	775.195	0.0936	0.0580	861.328	0.8667	344.531	bk
15	Spectrogram 1	1	120.499492113	120.589887951	380.945	1008.384	689.062	0.0904	0.0580	861.328	0.9333	344.531	bk
16	Spectrogram 1	1	120.706111171	120.799735432	448.171	985.976	775.195	0.0936	0.0580	861.328	0.8667	344.531	bk
18	Spectrogram 1	1	120.915958652	121.012811336	425.762	985.976	775.195	0.0969	0.0580	861.328	0.8750	344.531	bk
20	Spectrogram 1	1	120.977298685	121.080608214	112.043	470.579	344.531	0.1033	0.0697	430.664	0.8235	172.266	bm
19	Spectrogram 1	1	121.054780832	121.145176670	403.354	941.159	689.062	0.0904	0.0697	775.195	0.9333	172.266	bk
21	Spectrogram 1	1	121.516445291	121.629440088	112.043	537.805	344.531	0.1130	0.0697	430.664	0.8333	172.266	bm
22	Spectrogram 1	1	121.652039048	121.742434886	425.762	896.341	602.930	0.0904	0.0580	775.195	0.9333	258.398	bk
23	Spectrogram 1	1	121.748891731	121.894170757	89.634	470.579	344.531	0.1453	0.1161	430.664	0.8750	172.266	bm
24	Spectrogram 1	1	121.858658106	121.961967635	448.171	918.750	689.062	0.1033	0.0639	775.195	0.8750	172.266	bk
25	Spectrogram 1	1	122.455916322	122.546312160	179.268	560.213	344.531	0.0904	0.0522	430.664	0.7333	172.266	bm
26	Spectrogram 1	1	122.546312160	122.649621689	448.171	941.159	689.062	0.1033	0.0580	775.195	0.9412	258.398	bk
27	Spectrogram 1	1	122.627022730	122.714190145	515.396	873.933	602.930	0.0872	0.0697	775.195	0.8571	258.398	bk
28	Spectrogram 1	1	123.272178755	123.459371605	179.268	470.579	344.531	0.1872	0.1277	430.664	0.9355	172.266	bm
