Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	378.156082781	378.540596976	107.666	495.264	258.398	0.3845	0.2206	344.531	0.8769	86.133	bm
2	Spectrogram 1	1	379.573658448	380.096597754	107.666	473.730	258.398	0.5229	0.2554	344.531	0.8652	86.133	bm
3	Spectrogram 1	1	381.903814473	382.313962948	64.600	452.197	258.398	0.4101	0.2438	344.531	0.8857	172.266	bm
4	Spectrogram 1	1	382.460078342	382.739491991	150.732	559.863	344.531	0.2794	0.1683	430.664	0.7660	172.266	bm
5	Spectrogram 1	1	382.724111423	383.444434683	538.330	1162.793	861.328	0.7203	0.5805	947.461	0.8699	258.398	us
6	Spectrogram 1	1	382.990707932	383.106062191	64.600	473.730	258.398	0.1154	0.0639	344.531	0.7895	86.133	bm
7	Spectrogram 1	1	383.070174199	383.162457606	473.730	947.461	775.195	0.0923	0.0639	861.328	0.8667	258.398	bk
9	Spectrogram 1	1	383.298319289	383.375222128	538.330	1033.594	861.328	0.0769	0.0348	861.328	0.7500	86.133	bk
8	Spectrogram 1	1	383.372658700	383.477759247	43.066	473.730	344.531	0.1051	0.0580	344.531	0.7778	86.133	bm
10	Spectrogram 1	1	383.423927259	383.531591234	473.730	1141.260	775.195	0.1077	0.0580	861.328	0.8333	172.266	bk
11	Spectrogram 1	1	383.590550077	383.680270056	452.197	1055.127	775.195	0.0897	0.0464	861.328	0.7857	258.398	bk
12	Spectrogram 1	1	383.759736323	383.852019730	409.131	1012.061	775.195	0.0923	0.0522	861.328	0.8000	258.398	bk
13	Spectrogram 1	1	383.936612853	384.021205976	409.131	1033.594	689.062	0.0846	0.0522	861.328	0.8462	258.398	bk
14	Spectrogram 1	1	384.026332832	384.151940803	150.732	473.730	344.531	0.1256	0.0639	344.531	0.6667	86.133	bm
15	Spectrogram 1	1	384.116052811	384.218589930	366.064	1033.594	775.195	0.1025	0.0639	861.328	0.8824	344.531	bk
16	Spectrogram 1	1	384.298056197	384.403156744	366.064	990.527	689.062	0.1051	0.0639	861.328	0.8824	344.531	bk
17	Spectrogram 1	1	384.515947575	384.613357837	344.531	1012.061	689.062	0.0974	0.0697	861.328	0.8750	344.531	bk
18	Spectrogram 1	1	384.672316681	384.831249215	107.666	430.664	258.398	0.1589	0.0813	344.531	0.7037	86.133	bm
19	Spectrogram 1	1	384.728712096	384.833812643	366.064	1012.061	775.195	0.1051	0.0697	861.328	0.9412	344.531	bk
20	Spectrogram 1	1	384.971250518	385.073787636	322.998	990.527	689.062	0.1025	0.0697	775.195	0.9375	258.398	bk
21	Spectrogram 1	1	385.337820717	385.455738404	64.600	452.197	258.398	0.1179	0.0697	344.531	0.7895	86.133	bm
22	Spectrogram 1	1	385.442921264	385.522387531	387.598	947.461	689.062	0.0795	0.0464	775.195	0.8462	258.398	bk
23	Spectrogram 1	1	386.096595397	386.201695943	107.666	559.863	344.531	0.1051	0.0639	344.531	0.8235	86.133	bm
24	Spectrogram 1	1	386.183751948	386.281162210	495.264	947.461	689.062	0.0974	0.0522	775.195	0.9333	172.266	bk
25	Spectrogram 1	1	386.937399771	387.457775649	129.199	473.730	258.398	0.5204	0.3483	344.531	0.8295	86.133	bm
26	Spectrogram 1	1	387.065571169	387.162981432	387.598	925.928	689.062	0.0974	0.0580	775.195	0.9333	258.398	bk
27	Spectrogram 1	1	387.743892486	387.869500457	150.732	452.197	344.531	0.1256	0.0697	344.531	0.8095	86.133	bm
28	Spectrogram 1	1	387.851556461	387.941276440	409.131	947.461	689.062	0.0897	0.0464	775.195	0.8571	258.398	bk
29	Spectrogram 1	1	388.602640856	388.728248827	107.666	495.264	344.531	0.1256	0.0755	344.531	0.8095	86.133	bm
30	Spectrogram 1	1	388.707741403	388.807715094	366.064	990.527	689.062	0.1000	0.0406	775.195	0.8824	258.398	bk
31	Spectrogram 1	1	389.146087586	389.425501235	64.600	538.330	344.531	0.2794	0.1741	430.664	0.8298	172.266	bm
