Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	300.370188949	300.713688297	129.199	473.730	258.398	0.3435	0.2148	344.531	0.8103	86.133	bm
2	Spectrogram 1	1	302.590117572	303.236101420	86.133	473.730	344.531	0.6460	0.3715	344.531	0.7748	86.133	bm
3	Spectrogram 1	1	305.448036680	305.756181621	129.199	516.797	344.531	0.3081	0.1800	430.664	0.7115	172.266	bm
4	Spectrogram 1	1	305.716304040	306.423224788	495.264	1098.193	861.328	0.7069	0.5399	947.461	0.8760	258.398	us
5	Spectrogram 1	1	306.407334789	306.514998764	473.730	1055.127	861.328	0.1077	0.0580	947.461	0.8824	258.398	bk
6	Spectrogram 1	1	306.566267324	306.666241014	430.664	1076.660	775.195	0.1000	0.0755	861.328	0.9412	258.398	bk
8	Spectrogram 1	1	306.725199858	306.812356409	129.199	495.264	344.531	0.0872	0.0522	344.531	0.7143	86.133	bm
7	Spectrogram 1	1	306.748270709	306.858498112	387.598	1055.127	775.195	0.1102	0.0929	861.328	1.0000	258.398	bk
9	Spectrogram 1	1	306.925147239	307.012303790	430.664	1055.127	775.195	0.0872	0.0639	861.328	0.9286	258.398	bk
11	Spectrogram 1	1	307.099460341	307.219941456	452.197	1012.061	775.195	0.1205	0.0987	861.328	1.0000	258.398	bk
10	Spectrogram 1	1	307.112277481	307.225068312	86.133	495.264	344.531	0.1128	0.0755	344.531	0.8947	86.133	bm
12	Spectrogram 1	1	307.217378028	307.289154011	452.197	1076.660	689.062	0.0718	0.0580	861.328	0.8333	258.398	bk
13	Spectrogram 1	1	307.312224863	307.404508270	344.531	1033.594	775.195	0.0923	0.0813	861.328	1.0000	344.531	bk
15	Spectrogram 1	1	307.532217960	307.610160504	430.664	1055.127	689.062	0.0779	0.0639	861.328	1.0000	344.531	bk
14	Spectrogram 1	1	307.553187092	307.673668207	86.133	495.264	344.531	0.1205	0.0697	344.531	0.7500	86.133	bm
16	Spectrogram 1	1	307.650038084	307.720730159	387.598	1076.660	689.062	0.0707	0.0522	775.195	0.8182	172.266	bk
17	Spectrogram 1	1	307.762420357	307.838550284	387.598	1076.660	775.195	0.0761	0.0697	861.328	1.0000	344.531	bk
18	Spectrogram 1	1	308.124943817	308.239138707	107.666	495.264	344.531	0.1142	0.0580	344.531	0.6842	86.133	bm
19	Spectrogram 1	1	308.219199917	308.297142461	409.131	1055.127	689.062	0.0779	0.0697	775.195	1.0000	258.398	bk
20	Spectrogram 1	1	308.694501911	308.812419598	107.666	495.264	344.531	0.1179	0.0639	344.531	0.7368	86.133	bm
21	Spectrogram 1	1	308.771404751	308.863688157	409.131	947.461	689.062	0.0923	0.0639	775.195	1.0000	258.398	bk
22	Spectrogram 1	1	308.932900713	309.578884561	107.666	538.330	344.531	0.6460	0.4702	344.531	0.9000	86.133	bm
23	Spectrogram 1	1	309.419952027	309.514798862	430.664	947.461	602.930	0.0948	0.0697	775.195	0.9333	344.531	bk
24	Spectrogram 1	1	310.077132650	310.196765392	107.666	473.730	258.398	0.1196	0.0639	344.531	0.7500	86.133	bm
25	Spectrogram 1	1	310.171388750	310.280145788	452.197	990.527	689.062	0.1088	0.0580	775.195	0.8333	258.398	bk
26	Spectrogram 1	1	310.686172063	310.794929101	107.666	473.730	258.398	0.1088	0.0580	344.531	0.7222	86.133	bm
27	Spectrogram 1	1	310.758676755	310.867433793	430.664	968.994	689.062	0.1088	0.0580	775.195	0.8824	258.398	bk
28	Spectrogram 1	1	311.041445054	311.342339526	150.732	538.330	344.531	0.3009	0.1916	430.664	0.8627	172.266	bm
29	Spectrogram 1	1	311.262584365	311.364090934	452.197	947.461	689.062	0.1015	0.0580	775.195	0.8824	258.398	bk
