Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	642.834318929	643.707927266	157.895	460.526	281.250	0.8736	0.6507	375.000	0.8650	187.500	bm
2	Spectrogram 1	1	645.075614700	645.857521730	144.737	500.000	281.250	0.7819	0.6347	375.000	0.8630	187.500	bm
3	Spectrogram 1	1	645.237004763	646.024476968	565.789	1092.105	937.500	0.7875	0.6560	1031.250	0.9252	187.500	us
4	Spectrogram 1	1	646.032824730	646.138563047	526.316	1039.474	750.000	0.1057	0.0747	937.500	0.8333	375.000	bk
5	Spectrogram 1	1	646.183084444	646.274909824	407.895	1065.789	750.000	0.0918	0.0693	843.750	0.9375	281.250	bk
6	Spectrogram 1	1	646.333344158	646.450212824	355.263	1052.632	750.000	0.1169	0.0693	843.750	0.8571	281.250	bk
7	Spectrogram 1	1	646.519777506	646.619950649	394.737	1026.316	750.000	0.1002	0.0587	843.750	0.7778	281.250	bk
8	Spectrogram 1	1	646.686732744	646.789688474	394.737	1052.632	750.000	0.1030	0.0533	843.750	0.7895	281.250	bk
9	Spectrogram 1	1	646.856470569	646.976121823	368.421	1078.947	750.000	0.1197	0.0747	843.750	0.8636	281.250	bk
10	Spectrogram 1	1	647.062382029	647.168120346	394.737	1026.316	750.000	0.1057	0.0640	843.750	0.7895	281.250	bk
11	Spectrogram 1	1	647.259945727	647.365684044	368.421	1000.000	750.000	0.1057	0.0640	843.750	0.7368	281.250	bk
12	Spectrogram 1	1	649.271756342	649.742013594	144.737	486.842	281.250	0.4703	0.3413	375.000	0.8391	187.500	bm
13	Spectrogram 1	1	650.646354465	651.063742560	118.421	513.158	281.250	0.4174	0.2827	375.000	0.8571	187.500	bm
14	Spectrogram 1	1	651.737128685	652.151734192	157.895	460.526	281.250	0.4146	0.3413	375.000	0.8831	187.500	bm
