Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2760.775607061	2761.349647797	159.099	494.975	375.000	0.5740	0.3893	375.000	0.8131	93.750	bm
2	Spectrogram 1	1	2762.386046305	2762.522380980	106.066	512.652	281.250	0.1363	0.0907	375.000	0.9167	187.500	bm
3	Spectrogram 1	1	2762.486503434	2762.589352399	441.942	901.561	656.250	0.1028	0.0747	750.000	0.9444	187.500	bk
4	Spectrogram 1	1	2763.876160384	2764.158397079	176.777	548.008	375.000	0.2822	0.1920	375.000	0.8269	93.750	bm
5	Spectrogram 1	1	2764.158397079	2765.057727567	530.330	1113.693	843.750	0.8993	0.7520	937.500	0.9048	281.250	us
6	Spectrogram 1	1	2764.373662356	2764.478903157	441.942	830.850	656.250	0.1052	0.0587	750.000	0.8333	187.500	bk
7	Spectrogram 1	1	2765.043376548	2765.148617350	494.975	1025.305	750.000	0.1052	0.0747	937.500	1.0000	281.250	bk
8	Spectrogram 1	1	2765.203629587	2765.311262225	371.231	1042.983	750.000	0.1076	0.0693	843.750	0.8947	281.250	bk
9	Spectrogram 1	1	2765.385409154	2765.485866283	371.231	1025.305	750.000	0.1005	0.0693	843.750	0.8889	375.000	bk
10	Spectrogram 1	1	2765.574364230	2765.686780541	388.909	1025.305	750.000	0.1124	0.0800	843.750	0.8500	281.250	bk
11	Spectrogram 1	1	2765.777670324	2765.897262144	353.553	989.949	750.000	0.1196	0.0907	843.750	0.9048	375.000	bk
12	Spectrogram 1	1	2766.002502946	2766.126878439	371.231	1007.627	750.000	0.1244	0.0907	843.750	0.9545	375.000	bk
13	Spectrogram 1	1	2766.667433466	2766.887482415	159.099	548.008	375.000	0.2200	0.1387	375.000	0.7750	93.750	bm
14	Spectrogram 1	1	2766.909008942	2766.992723216	512.652	919.239	656.250	0.0837	0.0587	750.000	0.9333	187.500	bk
15	Spectrogram 1	1	2767.267784403	2767.655261900	106.066	512.652	375.000	0.3875	0.2667	375.000	0.8472	93.750	bm
