Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3504.499933255	3505.282857792	132.743	451.327	281.250	0.7829	0.5867	375.000	0.8493	187.500	bm
2	Spectrogram 1	1	3506.103973770	3506.223322023	557.522	955.752	750.000	0.1193	0.0800	843.750	0.8571	187.500	bk
3	Spectrogram 1	1	3506.394517873	3506.630815358	132.743	504.425	281.250	0.2363	0.2027	468.750	0.9091	281.250	bm
4	Spectrogram 1	1	3506.900869626	3507.022394046	557.522	955.752	750.000	0.1215	0.0907	843.750	0.8636	281.250	bk
5	Spectrogram 1	1	3507.086531935	3507.633391828	159.292	530.973	375.000	0.5469	0.4320	468.750	0.8725	187.500	bm
6	Spectrogram 1	1	3507.412030619	3508.106637449	557.522	1168.142	937.500	0.6946	0.5440	1031.250	0.8915	281.250	us
19	Spectrogram 1	1	3507.923700166	3508.247765287	150.182	450.546	281.250	0.3241	0.2987	375.000	0.9500	187.500	bm
7	Spectrogram 1	1	3508.132894064	3508.187794261	544.410	1145.138	843.750	0.0549	0.0373	937.500	0.8000	187.500	bk
8	Spectrogram 1	1	3508.204503016	3508.276111968	488.091	1145.138	843.750	0.0716	0.0587	937.500	0.9167	375.000	bk
9	Spectrogram 1	1	3508.359655744	3508.440812556	431.773	1107.592	750.000	0.0812	0.0693	937.500	1.0000	375.000	bk
10	Spectrogram 1	1	3508.483777927	3508.552999914	488.091	1088.819	750.000	0.0692	0.0587	937.500	0.9167	375.000	bk
11	Spectrogram 1	1	3508.584030459	3508.648478516	413.000	1088.819	750.000	0.0644	0.0480	843.750	1.0000	281.250	bk
12	Spectrogram 1	1	3508.662800306	3508.717700502	375.455	1107.592	750.000	0.0549	0.0427	843.750	0.8889	281.250	bk
13	Spectrogram 1	1	3508.736796223	3508.794083384	375.455	1070.047	750.000	0.0573	0.0373	937.500	0.8889	375.000	bk
14	Spectrogram 1	1	3508.801244279	3508.877627161	450.546	1013.728	750.000	0.0764	0.0587	843.750	1.0000	281.250	bk
16	Spectrogram 1	1	3508.934914322	3509.049488644	93.864	431.773	281.250	0.1146	0.0800	375.000	0.8500	187.500	bm
15	Spectrogram 1	1	3508.934914322	3509.013684169	525.637	1013.728	750.000	0.0788	0.0587	843.750	0.9286	281.250	bk
17	Spectrogram 1	1	3509.378889822	3509.562686131	600.728	1013.728	750.000	0.1838	0.1440	937.500	0.8529	281.250	bm
18	Spectrogram 1	1	3509.634295082	3509.875378553	150.182	506.864	281.250	0.2411	0.1920	375.000	0.9091	187.500	bm
