Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	263.592366857	263.793356116	96.711	411.020	258.398	0.2010	0.1277	344.531	0.8529	172.266	bm
2	Spectrogram 1	1	264.423818108	265.003233956	145.066	531.908	344.531	0.5794	0.3715	430.664	0.8163	172.266	bm
3	Spectrogram 1	1	265.074294390	265.260144756	136.769	478.693	344.531	0.1859	0.1161	430.664	0.7742	172.266	bm
4	Spectrogram 1	1	267.607872176	267.842918227	153.866	529.981	344.531	0.2350	0.1277	430.664	0.6750	172.266	bm
5	Spectrogram 1	1	267.826519666	268.457864292	615.462	1077.059	861.328	0.6313	0.4876	947.461	0.9074	172.266	us
6	Spectrogram 1	1	268.455131198	268.534390913	529.981	1077.059	775.195	0.0793	0.0348	947.461	0.7692	258.398	bk
7	Spectrogram 1	1	268.597252067	268.701109624	427.404	1042.866	775.195	0.1039	0.0406	861.328	0.6875	172.266	bk
8	Spectrogram 1	1	268.761237684	268.856895961	359.020	1025.770	775.195	0.0957	0.0522	861.328	0.7333	258.398	bk
9	Spectrogram 1	1	268.930689488	269.023614672	393.212	991.578	775.195	0.0929	0.0580	861.328	0.8000	344.531	bk
10	Spectrogram 1	1	269.116539855	269.220397412	341.923	974.482	775.195	0.1039	0.0697	861.328	0.8235	344.531	bk
11	Spectrogram 1	1	269.321521876	269.425379434	341.923	1025.770	775.195	0.1039	0.0639	861.328	0.8235	344.531	bk
12	Spectrogram 1	1	269.534703179	269.641293830	393.212	957.385	775.195	0.1066	0.0697	861.328	0.8824	344.531	bk
13	Spectrogram 1	1	270.133250681	270.373762920	170.962	495.789	344.531	0.2405	0.1277	430.664	0.6585	172.266	bm
