Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3769.905417062	3770.402013930	146.861	505.853	281.250	0.4966	0.3200	375.000	0.8261	93.750	bm
2	Spectrogram 1	1	3772.750325820	3773.035218680	179.496	538.489	375.000	0.2849	0.1813	375.000	0.7547	93.750	bm
3	Spectrogram 1	1	3773.018655141	3773.701072921	587.443	1044.342	843.750	0.6824	0.5600	937.500	0.9528	187.500	us
4	Spectrogram 1	1	3773.704385628	3773.797141443	538.489	995.389	750.000	0.0928	0.0640	937.500	0.8750	281.250	bk
5	Spectrogram 1	1	3773.853457473	3773.959464119	538.489	1011.707	750.000	0.1060	0.0693	843.750	0.8947	187.500	bk
6	Spectrogram 1	1	3774.015780149	3774.121786795	489.535	962.753	750.000	0.1060	0.0747	843.750	0.9474	281.250	bk
7	Spectrogram 1	1	3774.164851994	3774.264233224	538.489	979.071	750.000	0.0994	0.0800	843.750	1.0000	187.500	bk
8	Spectrogram 1	1	3774.343738208	3774.456370269	473.218	962.753	750.000	0.1126	0.0853	843.750	0.9000	281.250	bk
9	Spectrogram 1	1	3774.539187961	3774.655132729	473.218	946.435	750.000	0.1159	0.0747	843.750	0.9000	281.250	bk
10	Spectrogram 1	1	3774.744575836	3774.850582481	473.218	979.071	750.000	0.1060	0.0747	843.750	0.9474	281.250	bk
12	Spectrogram 1	1	3774.757826667	3775.022843280	163.178	440.582	281.250	0.2650	0.1973	375.000	0.9167	187.500	bm
11	Spectrogram 1	1	3774.963214542	3775.079159311	456.900	979.071	750.000	0.1159	0.0747	843.750	0.9048	281.250	bk
13	Spectrogram 1	1	3775.191791371	3775.393866539	571.125	962.753	750.000	0.2021	0.1440	843.750	0.8649	187.500	bk
14	Spectrogram 1	1	3775.822052397	3776.838670513	146.861	489.535	281.250	1.0166	0.8000	375.000	0.9263	187.500	bm
15	Spectrogram 1	1	3776.103144963	3776.318649265	636.396	946.435	843.750	0.2155	0.1600	937.500	0.9744	187.500	bk
16	Spectrogram 1	1	3776.342073645	3776.543523318	652.714	881.164	750.000	0.2014	0.1387	843.750	0.8056	93.750	bk
