Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	659.322164458	659.711805509	86.133	473.730	258.398	0.3896	0.2496	344.531	0.7273	86.133	bm
2	Spectrogram 1	1	659.396503869	659.501604416	366.064	861.328	602.930	0.1051	0.0580	689.062	0.7647	172.266	bk
3	Spectrogram 1	1	660.332155078	660.911489799	86.133	516.797	258.398	0.5793	0.3135	344.531	0.6364	86.133	bm
4	Spectrogram 1	1	662.949415036	663.513369189	129.199	495.264	344.531	0.5640	0.3657	344.531	0.8333	86.133	bm
5	Spectrogram 1	1	665.761495519	666.140882858	129.199	516.797	344.531	0.3794	0.1916	430.664	0.6308	172.266	bm
6	Spectrogram 1	1	666.076797159	666.945799241	301.465	1119.727	861.328	0.8690	0.7372	947.461	0.9122	258.398	us
7	Spectrogram 1	1	666.943235813	667.045772932	452.197	990.527	775.195	0.1025	0.0580	861.328	0.7647	258.398	bk
8	Spectrogram 1	1	667.104731775	667.202142038	430.664	1055.127	775.195	0.0974	0.0580	861.328	0.8667	258.398	bk
9	Spectrogram 1	1	667.271354593	667.373891712	387.598	1012.061	775.195	0.1025	0.0580	861.328	0.8235	258.398	bk
10	Spectrogram 1	1	667.461048263	667.563585382	258.398	1012.061	689.062	0.1025	0.0639	861.328	0.7647	344.531	bk
11	Spectrogram 1	1	667.658432217	667.763532764	344.531	1076.660	689.062	0.1051	0.0580	861.328	0.8235	344.531	bk
12	Spectrogram 1	1	667.860943026	667.963480145	322.998	968.994	689.062	0.1025	0.0580	861.328	0.8235	344.531	bk
13	Spectrogram 1	1	668.081397832	668.183934951	387.598	990.527	689.062	0.1025	0.0639	861.328	0.8235	258.398	bk
14	Spectrogram 1	1	668.299289209	668.409516612	301.465	1012.061	689.062	0.1102	0.0639	775.195	0.8333	258.398	bk
15	Spectrogram 1	1	668.522307443	668.629971417	301.465	1055.127	689.062	0.1077	0.0697	775.195	0.8235	258.398	bk
16	Spectrogram 1	1	668.783777096	668.886314214	322.998	1012.061	689.062	0.1025	0.0580	775.195	0.7647	258.398	bk
17	Spectrogram 1	1	669.902129682	670.061640004	64.600	387.598	258.398	0.1595	0.1045	344.531	0.8846	258.398	bm
18	Spectrogram 1	1	671.395726338	671.939511528	86.133	409.131	258.398	0.5438	0.2902	344.531	0.7527	172.266	bm
19	Spectrogram 1	1	673.317100677	674.027646658	43.066	452.197	258.398	0.7105	0.4005	344.531	0.8264	172.266	bm
20	Spectrogram 1	1	675.811262082	676.246290235	107.666	495.264	344.531	0.4350	0.2090	344.531	0.6712	86.133	bm
21	Spectrogram 1	1	676.855329648	677.544124222	107.666	473.730	258.398	0.6888	0.3715	344.531	0.7627	86.133	bm
