Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	405.549287125	406.035089678	71.902	503.315	86.133	0.4858	0.4180	344.531	0.9146	258.398	bm
2	Spectrogram 1	1	406.172686932	406.467538192	982.955	1593.065	1378.125	0.2949	0.1683	1464.258	0.9000	172.266	us
3	Spectrogram 1	1	406.343981474	406.467538192	440.635	847.375	689.062	0.1236	0.1045	775.195	0.9000	172.266	bk
4	Spectrogram 1	1	406.475962514	406.591094911	423.688	966.008	689.062	0.1151	0.0987	775.195	0.9474	344.531	bk
5	Spectrogram 1	1	406.624792198	406.753965131	338.950	847.375	602.930	0.1292	0.1103	775.195	0.9524	430.664	bk
6	Spectrogram 1	1	406.787662418	406.919643458	338.950	881.270	602.930	0.1320	0.1103	689.062	1.0000	344.531	bk
7	Spectrogram 1	1	406.992654246	407.116210964	406.740	881.270	602.930	0.1236	0.1045	775.195	0.9524	344.531	bk
8	Spectrogram 1	1	407.206070396	407.329627115	288.108	813.480	602.930	0.1236	0.0929	689.062	0.9500	344.531	bk
9	Spectrogram 1	1	407.464416262	407.582356766	271.160	779.585	602.930	0.1179	0.0871	689.062	0.9474	344.531	bk
