Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1881.397672290	1881.740929191	141.421	424.264	281.250	0.3433	0.2453	375.000	0.9206	187.500	bm
2	Spectrogram 1	1	1882.352681606	1882.507752259	141.421	494.975	281.250	0.1551	0.0853	375.000	0.7500	187.500	bm
3	Spectrogram 1	1	1882.618998596	1883.225796803	141.421	530.330	375.000	0.6068	0.4533	468.750	0.9107	187.500	bm
4	Spectrogram 1	1	1883.276363320	1883.390980760	548.008	936.916	750.000	0.1146	0.0693	843.750	0.8000	281.250	bk
5	Spectrogram 1	1	1884.671999196	1884.860780861	141.421	441.942	281.250	0.1888	0.1387	375.000	0.9118	187.500	bm
6	Spectrogram 1	1	1885.487805674	1885.808060283	176.777	565.685	375.000	0.3203	0.2240	468.750	0.8167	187.500	bm
7	Spectrogram 1	1	1885.740638260	1886.357549771	600.000	1125.000	843.750	0.6169	0.4800	937.500	0.9217	187.500	us
8	Spectrogram 1	1	1886.344065366	1886.421600692	500.000	1050.000	843.750	0.0775	0.0587	937.500	0.8571	281.250	bk
9	Spectrogram 1	1	1886.462053906	1886.556444738	475.000	1075.000	750.000	0.0944	0.0747	937.500	0.8824	281.250	bk
14	Spectrogram 1	1	1886.468796109	1886.748597504	200.000	425.000	281.250	0.2798	0.2293	375.000	0.9231	93.750	bm
10	Spectrogram 1	1	1886.623866761	1886.728370897	425.000	1075.000	656.250	0.1045	0.0640	843.750	0.8421	281.250	bk
11	Spectrogram 1	1	1886.785679617	1886.896925955	425.000	1100.000	750.000	0.1112	0.0960	843.750	0.9000	281.250	bk
12	Spectrogram 1	1	1886.994687888	1887.105934226	375.000	1050.000	656.250	0.1112	0.0907	843.750	0.9500	281.250	bk
13	Spectrogram 1	1	1887.213809463	1887.341911306	400.000	1050.000	656.250	0.1281	0.0907	843.750	0.8261	281.250	bk
15	Spectrogram 1	1	1887.244149373	1887.557661780	123.744	406.586	281.250	0.3135	0.2453	375.000	0.8793	187.500	bm
16	Spectrogram 1	1	1887.867803085	1887.985791626	636.396	989.949	750.000	0.1180	0.0853	937.500	0.9048	281.250	bk
17	Spectrogram 1	1	1888.049842547	1888.353241651	123.744	477.297	281.250	0.3034	0.2507	375.000	0.9286	187.500	bm
