Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	508.969956381	509.460324939	114.645	425.824	258.398	0.4904	0.3135	344.531	0.7831	86.133	bm
2	Spectrogram 1	1	511.840133615	512.100190814	98.267	491.335	258.398	0.2601	0.1625	344.531	0.8182	86.133	bm
3	Spectrogram 1	1	512.176874347	513.010391013	655.114	1015.426	861.328	0.8335	0.7198	947.461	0.9231	172.266	us
4	Spectrogram 1	1	513.013725079	513.100410812	573.224	999.048	775.195	0.0867	0.0522	861.328	0.7857	172.266	bk
5	Spectrogram 1	1	513.153755879	513.243775679	491.335	1048.182	775.195	0.0900	0.0580	861.328	0.9333	258.398	bk
6	Spectrogram 1	1	513.317125145	513.410479012	425.824	1015.426	775.195	0.0934	0.0639	861.328	1.0000	258.398	bk
7	Spectrogram 1	1	513.500498812	513.603854878	409.446	999.048	689.062	0.1034	0.0639	861.328	0.9412	258.398	bk
8	Spectrogram 1	1	513.713879078	513.820569211	393.068	982.670	689.062	0.1067	0.0697	861.328	0.9412	258.398	bk
9	Spectrogram 1	1	513.947263744	514.053953877	393.068	982.670	689.062	0.1067	0.0755	861.328	1.0000	344.531	bk
10	Spectrogram 1	1	514.197318744	514.300674810	393.068	933.537	689.062	0.1034	0.0813	775.195	0.9412	258.398	bk
11	Spectrogram 1	1	514.464044077	514.570734210	393.068	949.915	689.062	0.1067	0.0580	775.195	0.8824	258.398	bk
12	Spectrogram 1	1	514.730769410	514.834125476	409.446	949.915	689.062	0.1034	0.0813	775.195	1.0000	258.398	bk
13	Spectrogram 1	1	525.321861762	526.000833612	147.401	442.202	258.398	0.6790	0.4876	344.531	0.8707	172.266	bm
14	Spectrogram 1	1	527.500229780	527.811425211	147.401	442.202	258.398	0.3112	0.1916	344.531	0.8077	86.133	bm
15	Spectrogram 1	1	528.113190477	528.631849529	114.645	425.824	258.398	0.5187	0.3483	344.531	0.7978	86.133	bm
