Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2734.870853962	2735.479545267	123.744	548.008	281.250	0.6087	0.4373	375.000	0.8496	187.500	bm
2	Spectrogram 1	1	2737.607351053	2737.806922534	123.744	441.942	281.250	0.1996	0.1493	375.000	0.8889	187.500	bm
3	Spectrogram 1	1	2738.030171988	2738.277099414	176.777	530.330	375.000	0.2469	0.1600	375.000	0.8000	93.750	bm
4	Spectrogram 1	1	2738.270334279	2738.933317505	583.363	1042.983	843.750	0.6630	0.5013	937.500	0.9350	187.500	us
5	Spectrogram 1	1	2738.919787235	2739.014499125	477.297	1007.627	843.750	0.0947	0.0800	937.500	0.9412	281.250	bk
6	Spectrogram 1	1	2739.061855069	2739.180244931	459.619	1060.660	750.000	0.1184	0.0640	843.750	0.8571	187.500	bk
7	Spectrogram 1	1	2739.217453173	2739.335843035	424.264	1042.983	750.000	0.1184	0.0640	843.750	0.7619	187.500	bk
8	Spectrogram 1	1	2739.396729250	2739.511736544	353.553	1025.305	750.000	0.1150	0.0800	843.750	0.9524	281.250	bk
9	Spectrogram 1	1	2739.582770461	2739.704542890	441.942	1007.627	750.000	0.1218	0.1013	843.750	1.0000	281.250	bk
10	Spectrogram 1	1	2739.778959375	2739.897349237	353.553	1042.983	750.000	0.1184	0.0853	843.750	1.0000	281.250	bk
11	Spectrogram 1	1	2739.971765721	2740.137511528	123.744	424.264	281.250	0.1657	0.0960	375.000	0.7667	187.500	bm
12	Spectrogram 1	1	2740.002208829	2740.113833555	459.619	1025.305	750.000	0.1116	0.0587	843.750	0.8500	281.250	bk
13	Spectrogram 1	1	2740.242371120	2740.357378414	371.231	1078.338	750.000	0.1150	0.0800	843.750	0.9048	281.250	bk
14	Spectrogram 1	1	2740.891824076	2741.060952450	141.421	565.685	375.000	0.1691	0.0960	468.750	0.8000	187.500	bm
15	Spectrogram 1	1	2741.558189869	2741.788204458	159.099	565.685	375.000	0.2300	0.1387	468.750	0.7619	187.500	bm
