Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3547.255251270	3547.856766463	132.743	477.876	281.250	0.6015	0.3840	375.000	0.7411	93.750	bm
2	Spectrogram 1	1	3549.834110781	3550.178429972	132.743	557.522	375.000	0.3443	0.2720	468.750	0.8906	187.500	bm
3	Spectrogram 1	1	3550.107540727	3550.772549362	563.182	1051.274	843.750	0.6650	0.5280	937.500	0.9268	187.500	us
4	Spectrogram 1	1	3550.755670970	3550.867068356	544.410	1013.728	843.750	0.1114	0.0640	937.500	0.8000	281.250	bk
5	Spectrogram 1	1	3550.914327852	3551.008846846	450.546	1051.274	750.000	0.0945	0.0693	843.750	0.9412	281.250	bk
6	Spectrogram 1	1	3551.076360413	3551.170879407	431.773	1013.728	750.000	0.0945	0.0693	843.750	0.9412	281.250	bk
7	Spectrogram 1	1	3551.251895687	3551.349790360	431.773	1013.728	750.000	0.0979	0.0747	843.750	0.8889	281.250	bk
8	Spectrogram 1	1	3551.451060710	3551.545579704	450.546	1013.728	750.000	0.0945	0.0587	843.750	0.8750	281.250	bk
9	Spectrogram 1	1	3551.650225733	3551.754871762	375.455	1070.047	750.000	0.1046	0.0747	843.750	0.9474	281.250	bk
10	Spectrogram 1	1	3551.866269147	3551.970915176	450.546	1088.819	750.000	0.1046	0.0747	843.750	0.9474	281.250	bk
11	Spectrogram 1	1	3552.484018285	3552.676431951	168.955	506.864	375.000	0.1924	0.1227	375.000	0.8000	93.750	bm
12	Spectrogram 1	1	3552.970115967	3553.702638169	168.955	525.637	281.250	0.7325	0.6347	375.000	0.9343	187.500	bm
