Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3654.496046527	3655.217517449	161.538	553.846	375.000	0.7215	0.4960	375.000	0.7836	93.750	bm
2	Spectrogram 1	1	3656.689844881	3657.117184170	507.692	900.000	750.000	0.4273	0.2507	843.750	0.8734	187.500	bk
3	Spectrogram 1	1	3657.402077029	3657.673719058	115.385	553.846	375.000	0.2716	0.1227	468.750	0.6200	187.500	bm
4	Spectrogram 1	1	3657.614090320	3658.445579945	530.769	1084.615	843.750	0.8315	0.6240	937.500	0.8645	281.250	us
5	Spectrogram 1	1	3658.472081606	3658.773538004	507.692	923.077	750.000	0.3015	0.2400	843.750	0.8571	187.500	bk
6	Spectrogram 1	1	3658.809977788	3658.939173387	507.692	923.077	750.000	0.1292	0.0960	843.750	0.8333	281.250	bk
7	Spectrogram 1	1	3659.021991079	3659.108121478	461.538	969.231	750.000	0.0861	0.0587	843.750	0.9333	281.250	bk
9	Spectrogram 1	1	3659.217440831	3659.465893906	530.769	853.846	750.000	0.2485	0.1813	843.750	0.9333	187.500	bk
8	Spectrogram 1	1	3659.234004370	3659.323447477	461.538	992.308	750.000	0.0894	0.0640	843.750	1.0000	281.250	bk
10	Spectrogram 1	1	3659.442704953	3659.538773475	507.692	969.231	750.000	0.0961	0.0853	843.750	0.9412	187.500	bk
11	Spectrogram 1	1	3659.684532612	3659.777288427	461.538	946.154	656.250	0.0928	0.0587	843.750	0.9412	281.250	bk
12	Spectrogram 1	1	3660.033570092	3660.202225632	623.077	923.077	750.000	0.1687	0.0960	843.750	0.8667	187.500	bk
13	Spectrogram 1	1	3660.211595384	3660.361511419	576.923	876.923	750.000	0.1499	0.0907	843.750	0.8148	187.500	bk
14	Spectrogram 1	1	3660.342771915	3660.577015721	138.462	484.615	281.250	0.2342	0.1333	375.000	0.7442	93.750	bm
