Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	485.679847192	486.331360459	106.307	566.971	344.531	0.6515	0.3715	430.664	0.6607	172.266	bm
2	Spectrogram 1	1	488.251350314	488.392017952	175.398	526.193	344.531	0.1407	0.0813	430.664	0.7500	172.266	bm
3	Spectrogram 1	1	488.912734995	489.221216655	100.227	551.250	344.531	0.3085	0.1741	430.664	0.6981	172.266	bm
4	Spectrogram 1	1	489.137309643	489.840647830	551.250	1127.557	861.328	0.7033	0.5573	947.461	0.9250	172.266	us
5	Spectrogram 1	1	489.823372857	489.897408455	451.023	1077.443	775.195	0.0740	0.0580	947.461	1.0000	258.398	bk
6	Spectrogram 1	1	489.964040494	490.043011799	476.080	1052.386	775.195	0.0790	0.0522	861.328	1.0000	258.398	bk
7	Spectrogram 1	1	490.104708131	490.200954409	350.795	1027.330	775.195	0.0962	0.0580	861.328	0.8667	258.398	bk
8	Spectrogram 1	1	490.270054301	490.371236286	300.682	1002.273	689.062	0.1012	0.0639	861.328	0.8824	344.531	bk
9	Spectrogram 1	1	490.452675444	490.553857429	300.682	1002.273	689.062	0.1012	0.0697	861.328	0.8750	344.531	bk
10	Spectrogram 1	1	490.647635853	490.751285691	300.682	1027.330	689.062	0.1036	0.0639	861.328	0.8824	344.531	bk
11	Spectrogram 1	1	490.896889035	491.000538873	250.568	977.216	689.062	0.1036	0.0639	861.328	0.8824	430.664	bk
12	Spectrogram 1	1	491.202902842	491.358377599	75.170	526.193	344.531	0.1555	0.1277	516.797	0.9615	344.531	bm
13	Spectrogram 1	1	491.346038333	491.452156024	375.852	952.159	689.062	0.1061	0.0522	775.195	0.7647	172.266	bk
14	Spectrogram 1	1	491.742873583	491.812675014	526.193	876.989	689.062	0.0698	0.0348	775.195	0.8182	172.266	bk
15	Spectrogram 1	1	491.784754442	491.966238164	150.341	501.136	344.531	0.1815	0.1045	430.664	0.7333	172.266	bm
