Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	611.954238807	612.383254843	146.172	487.241	344.531	0.4290	0.2670	344.531	0.8082	86.133	bm
2	Spectrogram 1	1	613.492779074	614.417382599	129.931	535.965	344.531	0.9246	0.6908	430.664	0.8861	172.266	bm
3	Spectrogram 1	1	616.388637316	616.821351766	146.172	535.965	344.531	0.4327	0.2670	430.664	0.7432	172.266	bm
4	Spectrogram 1	1	616.643827889	617.390907538	535.965	1055.688	861.328	0.7471	0.5863	947.461	0.9141	172.266	us
5	Spectrogram 1	1	617.383510709	617.464875820	519.723	990.723	775.195	0.0814	0.0580	861.328	0.9231	172.266	bk
6	Spectrogram 1	1	617.509256789	617.620209212	454.758	974.482	775.195	0.1110	0.0697	861.328	0.8889	172.266	bk
7	Spectrogram 1	1	617.668288595	617.779241018	357.310	990.723	775.195	0.1110	0.0755	861.328	0.8333	258.398	bk
8	Spectrogram 1	1	617.842114058	617.945669653	406.034	1023.206	775.195	0.1036	0.0580	861.328	0.7647	258.398	bk
9	Spectrogram 1	1	618.004844279	618.115796702	422.275	1006.964	775.195	0.1110	0.0813	861.328	0.8947	258.398	bk
10	Spectrogram 1	1	618.197161812	618.311812649	373.551	974.482	775.195	0.1147	0.0755	861.328	0.8889	258.398	bk
11	Spectrogram 1	1	618.393177759	618.493034940	406.034	974.482	689.062	0.0999	0.0639	775.195	0.8824	172.266	bk
12	Spectrogram 1	1	618.589193707	618.700146130	406.034	958.240	689.062	0.1110	0.0697	861.328	0.8889	258.398	bk
13	Spectrogram 1	1	618.803701725	618.914654148	422.275	958.240	775.195	0.1110	0.0697	861.328	0.8889	258.398	bk
14	Spectrogram 1	1	619.029304985	619.140257408	438.517	958.240	689.062	0.1110	0.0697	861.328	0.8889	344.531	bk
15	Spectrogram 1	1	619.251209831	619.358463840	422.275	941.999	689.062	0.1073	0.0755	775.195	0.8889	258.398	bk
16	Spectrogram 1	1	619.484209919	619.595162343	454.758	974.482	689.062	0.1110	0.0813	775.195	0.9444	258.398	bk
17	Spectrogram 1	1	620.948781904	621.059734327	178.655	470.999	344.531	0.1110	0.0813	430.664	0.9444	172.266	bm
18	Spectrogram 1	1	621.721750451	622.420750717	146.172	470.999	344.531	0.6990	0.5283	344.531	0.8655	172.266	bm
19	Spectrogram 1	1	624.369814949	624.617608693	178.655	503.482	344.531	0.2478	0.1451	430.664	0.7857	172.266	bm
20	Spectrogram 1	1	625.275911707	625.940165824	162.414	470.999	344.531	0.6643	0.4412	344.531	0.8850	86.133	bm
