Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	906.444304753	906.963235297	87.500	437.500	258.398	0.5189	0.3193	344.531	0.7386	172.266	bm
2	Spectrogram 1	1	907.825412119	908.602609955	109.375	437.500	258.398	0.7772	0.6095	344.531	0.8864	172.266	bm
3	Spectrogram 1	1	910.345571660	911.262919926	87.500	459.375	258.398	0.9173	0.7082	344.531	0.8790	172.266	bm
5	Spectrogram 1	1	911.079450273	911.861744488	503.125	1093.750	861.328	0.7823	0.6560	947.461	0.9104	258.398	us
4	Spectrogram 1	1	911.367395701	911.540672595	109.375	437.500	258.398	0.1733	0.1161	344.531	0.8276	172.266	bm
6	Spectrogram 1	1	911.843907161	911.933093798	459.375	1006.250	775.195	0.0892	0.0522	861.328	0.8571	258.398	bk
7	Spectrogram 1	1	912.004443107	912.098726123	437.500	1006.250	775.195	0.0943	0.0580	861.328	0.8667	258.398	bk
8	Spectrogram 1	1	912.103822503	912.419798016	109.375	415.625	258.398	0.3160	0.2148	344.531	0.8113	172.266	bm
9	Spectrogram 1	1	912.193009140	912.274551208	459.375	962.500	689.062	0.0815	0.0580	775.195	0.9231	172.266	bk
10	Spectrogram 1	1	912.391767931	912.478406378	415.625	875.000	689.062	0.0866	0.0639	775.195	1.0000	172.266	bk
11	Spectrogram 1	1	912.593074911	912.687357927	459.375	984.375	689.062	0.0943	0.0639	861.328	0.9333	258.398	bk
12	Spectrogram 1	1	912.807122840	912.903954046	415.625	962.500	689.062	0.0968	0.0639	775.195	0.9333	172.266	bk
13	Spectrogram 1	1	913.026267148	913.118001974	393.750	984.375	689.062	0.0917	0.0639	775.195	0.9286	172.266	bk
14	Spectrogram 1	1	913.249565583	913.350468744	371.875	984.375	689.062	0.1009	0.0697	775.195	0.9375	172.266	bk
15	Spectrogram 1	1	913.555878751	913.653178228	393.750	984.375	689.062	0.0973	0.0755	861.328	0.9375	344.531	bk
16	Spectrogram 1	1	913.768496126	913.981113502	131.250	415.625	258.398	0.2126	0.1683	344.531	0.9167	172.266	bm
17	Spectrogram 1	1	915.036993010	915.256817755	109.375	371.875	258.398	0.2198	0.1567	344.531	0.8649	172.266	bm
18	Spectrogram 1	1	915.548716185	916.255038314	109.375	459.375	258.398	0.7063	0.5399	344.531	0.8760	172.266	bm
19	Spectrogram 1	1	916.318528146	916.665081935	153.125	481.250	344.531	0.3466	0.2728	430.664	0.8621	258.398	bm
20	Spectrogram 1	1	917.429538823	917.857634680	109.375	371.875	258.398	0.4281	0.2438	344.531	0.7534	172.266	bm
21	Spectrogram 1	1	918.173610194	918.897296048	109.375	415.625	258.398	0.7237	0.5108	344.531	0.7823	172.266	bm
