Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	845.087820504	846.049376273	109.091	518.182	281.250	0.9616	0.4747	375.000	0.6722	93.750	bm
2	Spectrogram 1	1	846.001597104	846.162851798	387.549	897.482	656.250	0.1613	0.0960	750.000	0.9310	187.500	bk
3	Spectrogram 1	1	846.431609622	846.939263289	142.781	489.535	375.000	0.5077	0.4267	468.750	0.8947	187.500	bm
4	Spectrogram 1	1	846.742174218	846.897456517	407.946	897.482	656.250	0.1553	0.0960	750.000	0.9286	187.500	bk
5	Spectrogram 1	1	847.389477022	847.655533693	101.987	469.138	281.250	0.2661	0.1920	468.750	0.8776	281.250	bm
6	Spectrogram 1	1	847.507724431	847.617525597	387.549	979.071	656.250	0.1098	0.0800	750.000	0.9500	187.500	bk
7	Spectrogram 1	1	848.038184168	848.934043581	134.993	578.542	375.000	0.8959	0.7947	562.500	0.9401	281.250	bm
8	Spectrogram 1	1	848.253190427	849.280442554	424.264	1176.369	843.750	1.0273	0.8480	937.500	0.9479	281.250	us
9	Spectrogram 1	1	848.336803973	848.465210488	404.979	944.952	843.750	0.1284	0.1067	937.500	0.9565	375.000	bk
10	Spectrogram 1	1	848.889250610	849.023629522	327.840	944.952	750.000	0.1344	0.0960	937.500	0.8750	375.000	bk
11	Spectrogram 1	1	849.244608177	849.441697248	38.569	501.403	281.250	0.1971	0.1173	375.000	0.8611	281.250	bm
12	Spectrogram 1	1	849.298359742	849.414821465	385.695	1060.660	750.000	0.1165	0.0800	843.750	0.8095	281.250	bk
13	Spectrogram 1	1	849.447669644	849.573089962	327.840	1079.945	750.000	0.1254	0.0907	843.750	0.8182	281.250	bk
14	Spectrogram 1	1	849.599965744	849.710455072	462.834	1176.369	750.000	0.1105	0.0693	843.750	0.9000	281.250	bk
15	Spectrogram 1	1	849.647744913	850.149426184	77.139	482.118	281.250	0.5017	0.2987	375.000	0.7128	281.250	bm
16	Spectrogram 1	1	849.770179032	849.892613152	366.410	1137.799	750.000	0.1224	0.0800	843.750	0.8636	468.750	bk
17	Spectrogram 1	1	849.958309509	850.101647015	327.840	1137.799	750.000	0.1433	0.0960	843.750	0.9231	281.250	bk
18	Spectrogram 1	1	850.167343372	850.316653274	269.986	1195.653	750.000	0.1493	0.1173	843.750	0.8519	281.250	bk
20	Spectrogram 1	1	850.343529056	850.866113713	96.424	462.834	281.250	0.5226	0.3680	375.000	0.7732	93.750	bm
19	Spectrogram 1	1	850.391308225	850.540618127	366.410	1214.938	750.000	0.1493	0.0960	843.750	0.8519	468.750	bk
21	Spectrogram 1	1	850.645135058	850.767569178	366.410	1060.660	750.000	0.1224	0.0800	843.750	0.9091	281.250	bk
22	Spectrogram 1	1	850.757416633	851.029807987	455.985	1110.224	750.000	0.2724	0.2293	843.750	0.8800	187.500	bk
23	Spectrogram 1	1	851.006580818	851.431004555	99.127	515.461	281.250	0.4244	0.1547	375.000	0.4684	93.750	bm
24	Spectrogram 1	1	851.401442703	851.718176836	501.403	1002.806	750.000	0.3167	0.1813	843.750	0.7288	187.500	bk
25	Spectrogram 1	1	851.680168740	853.981770104	96.424	539.972	375.000	2.3016	1.5093	375.000	0.7442	93.750	bm
