Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	554.021670389	554.827973488	159.751	447.303	344.531	0.8063	0.5515	430.664	0.9203	172.266	bm
2	Spectrogram 1	1	556.749318151	556.970018430	175.726	463.278	344.531	0.2207	0.1277	430.664	0.8108	172.266	bm
3	Spectrogram 1	1	557.034389345	557.868145957	559.129	1006.432	861.328	0.8338	0.7140	947.461	0.9371	344.531	us
4	Spectrogram 1	1	557.877341802	557.960104407	479.253	958.506	689.062	0.0828	0.0755	861.328	1.0000	258.398	bk
5	Spectrogram 1	1	558.015279477	558.110303209	511.203	926.556	689.062	0.0950	0.0755	861.328	0.8750	258.398	bk
6	Spectrogram 1	1	558.156282433	558.263567292	463.278	894.606	689.062	0.1073	0.0813	775.195	0.8824	172.266	bk
7	Spectrogram 1	1	558.324872925	558.426027220	415.353	910.581	689.062	0.1012	0.0580	775.195	0.8125	172.266	bk
8	Spectrogram 1	1	558.499593979	558.600748274	463.278	926.556	689.062	0.1012	0.0639	775.195	0.8750	172.266	bk
9	Spectrogram 1	1	558.686576161	558.778534611	399.378	910.581	689.062	0.0920	0.0464	775.195	0.8667	258.398	bk
10	Spectrogram 1	1	558.885819469	558.986973764	463.278	910.581	689.062	0.1012	0.0639	775.195	0.8824	258.398	bk
11	Spectrogram 1	1	559.075866932	559.177021227	431.328	942.531	689.062	0.1012	0.0580	775.195	0.8750	172.266	bk
12	Spectrogram 1	1	559.284306085	559.388525661	479.253	926.556	689.062	0.1042	0.0580	775.195	0.8235	172.266	bk
