Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2614.571115348	2615.078184665	175.000	525.000	375.000	0.5071	0.2720	375.000	0.7553	93.750	bm
2	Spectrogram 1	1	2617.891724251	2618.270571809	150.000	500.000	375.000	0.3788	0.2453	468.750	0.7429	187.500	bm
3	Spectrogram 1	1	2618.125121407	2618.842225713	550.000	1125.000	843.750	0.7171	0.5547	937.500	0.8872	187.500	us
4	Spectrogram 1	1	2618.832078010	2618.923407332	525.000	1050.000	750.000	0.0913	0.0640	937.500	0.9375	281.250	bk
5	Spectrogram 1	1	2618.974145844	2619.075622869	525.000	1075.000	750.000	0.1015	0.0853	843.750	0.9444	187.500	bk
6	Spectrogram 1	1	2619.129743948	2619.244751243	400.000	1025.000	750.000	0.1150	0.0747	843.750	0.8571	281.250	bk
7	Spectrogram 1	1	2619.302254890	2619.413879617	400.000	1050.000	750.000	0.1116	0.0800	843.750	0.9500	281.250	bk
8	Spectrogram 1	1	2619.498443804	2619.610068531	375.000	1075.000	750.000	0.1116	0.0800	843.750	0.9500	281.250	bk
9	Spectrogram 1	1	2619.714928122	2619.813022579	400.000	1000.000	750.000	0.0981	0.0640	843.750	0.8824	281.250	bk
10	Spectrogram 1	1	2619.911117036	2620.036272033	400.000	1025.000	750.000	0.1252	0.0747	843.750	0.8636	281.250	bk
11	Spectrogram 1	1	2620.134366490	2620.245991217	375.000	1050.000	750.000	0.1116	0.0747	843.750	0.8500	281.250	bk
12	Spectrogram 1	1	2620.823375704	2621.134314437	175.000	600.000	375.000	0.3109	0.2080	468.750	0.7719	187.500	bm
13	Spectrogram 1	1	2621.325661349	2621.569628662	150.000	575.000	375.000	0.2440	0.1653	468.750	0.8222	187.500	bm
