Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2103.187621519	2103.597162164	117.187	468.750	281.250	0.4095	0.2453	375.000	0.8158	187.500	bm
2	Spectrogram 1	1	2103.971796760	2104.103428109	117.187	421.875	281.250	0.1316	0.0693	375.000	0.7083	187.500	bm
3	Spectrogram 1	1	2104.225187106	2104.393017076	187.500	492.187	281.250	0.1678	0.1173	375.000	0.8667	187.500	bm
4	Spectrogram 1	1	2106.462920033	2107.084878155	164.062	515.625	281.250	0.6220	0.4213	375.000	0.7759	93.750	bm
5	Spectrogram 1	1	2109.112000924	2109.279830894	187.500	562.500	375.000	0.1678	0.0853	375.000	0.7333	93.750	bm
6	Spectrogram 1	1	2109.358809703	2110.102526823	445.312	1125.000	843.750	0.7437	0.5173	937.500	0.8921	187.500	us
7	Spectrogram 1	1	2109.674724940	2109.786611586	492.187	914.062	843.750	0.1119	0.0747	843.750	0.8947	187.500	bk
9	Spectrogram 1	1	2110.082782121	2110.188087200	539.062	1078.125	750.000	0.1053	0.0800	937.500	0.8947	281.250	bk
8	Spectrogram 1	1	2110.148597795	2110.280229144	140.625	468.750	281.250	0.1316	0.0800	375.000	0.8333	187.500	bm
10	Spectrogram 1	1	2110.237448955	2110.346044818	468.750	1078.125	750.000	0.1086	0.0800	937.500	0.8947	375.000	bk
11	Spectrogram 1	1	2110.401988141	2110.507293220	445.312	1078.125	750.000	0.1053	0.0853	843.750	0.9474	281.250	bk
12	Spectrogram 1	1	2110.586272029	2110.694867892	398.437	1078.125	750.000	0.1086	0.0747	843.750	0.9500	281.250	bk
13	Spectrogram 1	1	2110.684995541	2110.816626889	140.625	492.187	281.250	0.1316	0.0907	468.750	0.7917	281.250	bm
14	Spectrogram 1	1	2110.763974350	2110.879151780	515.625	1031.250	750.000	0.1152	0.0853	843.750	0.9500	281.250	bk
15	Spectrogram 1	1	2111.010783129	2111.129251342	375.000	1007.812	750.000	0.1185	0.0693	843.750	0.9048	281.250	bk
16	Spectrogram 1	1	2111.208230151	2111.349733851	187.500	445.312	281.250	0.1415	0.0693	375.000	0.7308	187.500	bm
17	Spectrogram 1	1	2111.287208961	2111.405677174	468.750	1007.812	750.000	0.1185	0.0960	843.750	0.9524	281.250	bk
18	Spectrogram 1	1	2111.682103007	2111.968401190	140.625	468.750	375.000	0.2863	0.2080	375.000	0.8868	93.750	bm
19	Spectrogram 1	1	2111.928911785	2112.034216864	562.500	937.500	750.000	0.1053	0.0693	843.750	0.9474	187.500	bk
20	Spectrogram 1	1	2112.432401694	2112.728572228	117.187	539.062	281.250	0.2962	0.2187	375.000	0.9074	187.500	bm
21	Spectrogram 1	1	2112.649593419	2112.768061633	492.187	890.625	656.250	0.1185	0.0800	750.000	0.9545	187.500	bk
22	Spectrogram 1	1	2113.571012860	2113.699353424	117.187	468.750	281.250	0.1283	0.0800	375.000	0.8696	187.500	bm
23	Spectrogram 1	1	2113.663154804	2113.771750666	492.187	914.062	750.000	0.1086	0.0747	843.750	0.9500	281.250	bk
24	Spectrogram 1	1	2115.371071552	2115.542192305	93.750	445.312	93.750	0.1711	0.1440	281.250	0.9355	187.500	bm
25	Spectrogram 1	1	2117.023044978	2117.361995700	117.187	515.625	281.250	0.3390	0.2187	375.000	0.7937	187.500	bm
