Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2692.976247077	2693.607691888	125.000	500.000	281.250	0.6314	0.4693	375.000	0.8632	187.500	bm
2	Spectrogram 1	1	2694.832506982	2695.072669273	123.744	477.297	281.250	0.2402	0.1707	375.000	0.8409	187.500	bm
3	Spectrogram 1	1	2696.226124784	2696.625267746	141.421	548.008	375.000	0.3991	0.3093	468.750	0.8784	187.500	bm
4	Spectrogram 1	1	2696.483199912	2697.244277595	548.008	1096.016	843.750	0.7611	0.6187	937.500	0.9085	281.250	us
5	Spectrogram 1	1	2696.652328286	2696.780865850	477.297	830.850	750.000	0.1285	0.0693	750.000	0.8261	93.750	bk
6	Spectrogram 1	1	2697.156330840	2697.359284889	123.744	459.619	281.250	0.2030	0.1600	375.000	0.8649	187.500	bm
7	Spectrogram 1	1	2697.217217055	2697.342372052	512.652	972.272	750.000	0.1252	0.0747	937.500	0.8182	281.250	bk
8	Spectrogram 1	1	2697.379580294	2697.477674751	441.942	1042.983	750.000	0.0981	0.0747	843.750	0.9444	281.250	bk
9	Spectrogram 1	1	2697.535178398	2697.650185692	494.975	1007.627	750.000	0.1150	0.0747	843.750	0.9048	281.250	bk
10	Spectrogram 1	1	2697.552091236	2697.694159070	159.099	459.619	281.250	0.1421	0.0907	375.000	0.8000	187.500	bm
11	Spectrogram 1	1	2697.707689340	2697.839609471	371.231	972.272	750.000	0.1319	0.1013	843.750	0.9130	281.250	bk
12	Spectrogram 1	1	2697.880200281	2698.042563520	424.264	989.949	750.000	0.1624	0.1120	843.750	0.8966	281.250	bk
14	Spectrogram 1	1	2698.130510275	2698.428176213	159.099	441.942	281.250	0.2977	0.2347	375.000	0.8909	187.500	bm
13	Spectrogram 1	1	2698.150805679	2698.275960676	441.942	1007.627	750.000	0.1252	0.0747	843.750	0.8636	281.250	bk
15	Spectrogram 1	1	2698.648043099	2698.803641203	618.718	972.272	750.000	0.1556	0.0907	843.750	0.7857	187.500	bk
16	Spectrogram 1	1	2698.962621874	2699.480154699	159.099	494.975	375.000	0.5175	0.3307	468.750	0.8021	187.500	bm
