Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1675.389578558	1675.881759325	125.000	525.000	375.000	0.4922	0.2720	375.000	0.6813	93.750	bm
2	Spectrogram 1	1	1676.660483691	1676.872863063	150.000	450.000	281.250	0.2124	0.1333	375.000	0.8205	187.500	bm
3	Spectrogram 1	1	1677.395383741	1677.577423203	100.000	450.000	281.250	0.1820	0.0960	375.000	0.7879	187.500	bm
4	Spectrogram 1	1	1678.875297146	1679.185438451	100.000	550.000	375.000	0.3101	0.1493	375.000	0.6842	93.750	bm
5	Spectrogram 1	1	1679.111274226	1679.772010051	650.000	1125.000	937.500	0.6607	0.5600	937.500	0.9431	93.750	us
6	Spectrogram 1	1	1679.589970589	1679.718072433	125.000	475.000	281.250	0.1281	0.0800	375.000	0.7826	187.500	bm
7	Spectrogram 1	1	1679.775381152	1679.876514187	550.000	1100.000	843.750	0.1011	0.0747	937.500	0.7778	187.500	bk
14	Spectrogram 1	1	1679.869771985	1680.031584840	175.000	550.000	281.250	0.1618	0.1280	375.000	0.9310	187.500	bm
8	Spectrogram 1	1	1679.876514187	1679.954049513	600.000	1075.000	843.750	0.0775	0.0693	937.500	0.9286	281.250	bk
9	Spectrogram 1	1	1680.004616031	1680.092264660	500.000	1100.000	750.000	0.0876	0.0693	843.750	1.0000	281.250	bk
10	Spectrogram 1	1	1680.159686683	1680.257448617	350.000	1025.000	656.250	0.0978	0.0693	843.750	0.9444	281.250	bk
11	Spectrogram 1	1	1680.334983943	1680.439488079	350.000	1100.000	656.250	0.1045	0.0747	843.750	0.8947	375.000	bk
12	Spectrogram 1	1	1680.540621113	1680.638383047	375.000	1050.000	750.000	0.0978	0.0747	843.750	0.9412	281.250	bk
13	Spectrogram 1	1	1680.742887182	1680.860875722	450.000	1150.000	750.000	0.1180	0.0907	937.500	0.8571	375.000	bk
15	Spectrogram 1	1	1681.255294557	1681.471045030	150.000	625.000	375.000	0.2158	0.1227	468.750	0.7436	187.500	bm
16	Spectrogram 1	1	1681.373283097	1681.565435863	600.000	1025.000	843.750	0.1922	0.1387	937.500	0.8857	281.250	bk
17	Spectrogram 1	1	1681.717135414	1681.996936810	125.000	575.000	375.000	0.2798	0.1387	468.750	0.6154	187.500	bm
