Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2045.419587394	2045.573165136	140.625	421.875	281.250	0.1536	0.1067	375.000	0.8889	187.500	bm
2	Spectrogram 1	1	2047.034480618	2047.448675133	140.625	515.625	375.000	0.4142	0.2773	375.000	0.8182	93.750	bm
3	Spectrogram 1	1	2049.719764163	2050.012958033	140.625	539.062	375.000	0.2932	0.2293	468.750	0.8519	187.500	bm
4	Spectrogram 1	1	2049.971073195	2050.818077710	539.062	1101.562	843.750	0.8470	0.7307	937.500	0.9494	187.500	us
5	Spectrogram 1	1	2050.878578032	2050.985617064	375.000	1101.562	750.000	0.1070	0.0640	937.500	0.8947	375.000	bk
6	Spectrogram 1	1	2051.046117387	2051.157810290	421.875	984.375	750.000	0.1117	0.0853	843.750	0.9000	281.250	bk
7	Spectrogram 1	1	2051.204349000	2051.325349645	375.000	960.937	750.000	0.1210	0.0907	843.750	0.9091	281.250	bk
8	Spectrogram 1	1	2051.390503838	2051.506850612	421.875	984.375	750.000	0.1163	0.0907	843.750	0.9048	281.250	bk
9	Spectrogram 1	1	2051.590620289	2051.720928676	421.875	960.937	750.000	0.1303	0.1013	843.750	0.9565	281.250	bk
10	Spectrogram 1	1	2051.809352225	2051.944314483	421.875	1007.812	750.000	0.1350	0.0960	843.750	0.9583	281.250	bk
11	Spectrogram 1	1	2052.042045773	2052.163046418	398.437	984.375	750.000	0.1210	0.0960	843.750	1.0000	281.250	bk
12	Spectrogram 1	1	2052.693587707	2052.907665772	164.062	539.062	375.000	0.2141	0.1120	375.000	0.7436	93.750	bm
13	Spectrogram 1	1	2053.391668352	2053.647631255	210.937	562.500	375.000	0.2560	0.1440	375.000	0.7660	93.750	bm
