Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1985.018148516	1985.218886323	136.364	409.091	281.250	0.2007	0.1280	375.000	0.8378	187.500	bm
2	Spectrogram 1	1	1985.719085447	1986.331171219	159.091	522.727	375.000	0.6121	0.4907	375.000	0.8596	93.750	bm
3	Spectrogram 1	1	1988.568904145	1988.815712924	187.500	562.500	375.000	0.2468	0.1813	468.750	0.8889	187.500	bm
4	Spectrogram 1	1	1988.789386654	1989.638408853	515.625	1125.000	843.750	0.8490	0.7253	937.500	0.9367	187.500	us
5	Spectrogram 1	1	1989.648281204	1989.730550797	468.750	984.375	750.000	0.0823	0.0587	937.500	0.7857	281.250	bk
6	Spectrogram 1	1	1989.786494120	1989.891799199	421.875	1054.687	750.000	0.1053	0.0853	843.750	0.8947	281.250	bk
7	Spectrogram 1	1	1989.964196441	1990.069501520	398.437	1031.250	656.250	0.1053	0.0747	843.750	0.9474	281.250	bk
8	Spectrogram 1	1	1990.151771113	1990.250494624	351.562	1054.687	656.250	0.0987	0.0693	843.750	0.9412	375.000	bk
9	Spectrogram 1	1	1990.342636568	1990.444650864	375.000	1031.250	656.250	0.1020	0.0800	843.750	1.0000	375.000	bk
10	Spectrogram 1	1	1990.569700645	1990.681587291	351.562	1031.250	656.250	0.1119	0.0853	843.750	0.9000	375.000	bk
11	Spectrogram 1	1	1990.921814502	1991.030410365	117.187	445.312	281.250	0.1086	0.0640	375.000	0.8000	187.500	bm
12	Spectrogram 1	1	1991.000793312	1991.099516823	445.312	1054.687	750.000	0.0987	0.0907	843.750	1.0000	281.250	bk
13	Spectrogram 1	1	1991.408850492	1991.823489240	117.187	515.625	375.000	0.4146	0.3040	375.000	0.8816	93.750	bm
14	Spectrogram 1	1	1991.685276324	1991.767545917	468.750	960.937	656.250	0.0823	0.0587	750.000	0.9333	187.500	bk
15	Spectrogram 1	1	1992.118152317	1992.220537478	164.062	468.750	281.250	0.1024	0.0693	375.000	0.8889	187.500	bm
16	Spectrogram 1	1	1992.616116510	1992.718501671	117.187	492.187	281.250	0.1024	0.0693	375.000	0.9444	187.500	bm
17	Spectrogram 1	1	1992.695232316	1992.797617477	515.625	937.500	656.250	0.1024	0.0640	750.000	0.9444	187.500	bk
18	Spectrogram 1	1	1993.872661669	1994.007623927	117.187	445.312	281.250	0.1350	0.0800	375.000	0.7917	187.500	bm
19	Spectrogram 1	1	1993.961085218	1994.063470379	492.187	937.500	750.000	0.1024	0.0693	843.750	1.0000	281.250	bk
20	Spectrogram 1	1	1994.687089088	1994.789474249	140.625	492.187	281.250	0.1024	0.0693	375.000	0.8947	187.500	bm
21	Spectrogram 1	1	1994.756897152	1994.873243926	445.312	843.750	656.250	0.1163	0.0640	750.000	0.9048	187.500	bk
22	Spectrogram 1	1	1995.529439732	1995.650440377	117.187	539.062	281.250	0.1210	0.0693	375.000	0.8182	187.500	bm
23	Spectrogram 1	1	1995.603901667	1995.720248441	515.625	890.625	656.250	0.1163	0.0640	750.000	0.9048	187.500	bk
24	Spectrogram 1	1	1996.418329086	1996.543983602	93.750	445.312	187.500	0.1257	0.0960	375.000	0.9545	281.250	bm
25	Spectrogram 1	1	1996.497444892	1996.623099408	445.312	890.625	656.250	0.1257	0.0747	843.750	0.9091	281.250	bk
26	Spectrogram 1	1	1997.325833923	1997.423565213	117.187	468.750	281.250	0.0977	0.0587	375.000	0.8824	187.500	bm
27	Spectrogram 1	1	1997.404949730	1997.498027149	468.750	867.187	656.250	0.0931	0.0480	750.000	0.9375	187.500	bk
28	Spectrogram 1	1	1998.205415535	1998.335723922	140.625	398.437	281.250	0.1303	0.0800	375.000	0.8696	187.500	bm
29	Spectrogram 1	1	1998.298492954	1998.410185857	468.750	890.625	656.250	0.1117	0.0693	750.000	0.9000	187.500	bk
30	Spectrogram 1	1	1999.326998437	1999.615538436	140.625	468.750	281.250	0.2885	0.1760	375.000	0.8113	187.500	bm
31	Spectrogram 1	1	1999.973886500	2000.132118113	93.750	421.875	281.250	0.1582	0.1227	375.000	0.9286	281.250	bm
32	Spectrogram 1	1	2001.663241660	2001.961089401	140.625	468.750	281.250	0.2978	0.1973	375.000	0.8909	187.500	bm
33	Spectrogram 1	1	2002.528861659	2002.687093271	117.187	468.750	281.250	0.1582	0.0907	375.000	0.7857	187.500	bm
