Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	761.267026329	761.725700462	115.494	461.976	344.531	0.4587	0.2612	344.531	0.7692	86.133	bm
2	Spectrogram 1	1	761.769447043	761.881567387	122.500	408.333	258.398	0.1121	0.0813	344.531	0.8947	172.266	bm
3	Spectrogram 1	1	761.858633680	761.937627558	387.917	918.750	689.062	0.0790	0.0464	775.195	0.9167	258.398	bk
4	Spectrogram 1	1	762.421783587	762.572126775	81.667	428.750	258.398	0.1503	0.1103	344.531	0.9167	258.398	bm
5	Spectrogram 1	1	762.539000310	762.620542378	347.083	939.167	689.062	0.0815	0.0522	775.195	0.9231	258.398	bk
6	Spectrogram 1	1	763.130180304	763.283071681	102.083	387.917	258.398	0.1529	0.1045	344.531	0.9200	86.133	bm
7	Spectrogram 1	1	763.247397027	763.339131853	347.083	918.750	689.062	0.0917	0.0639	775.195	0.9333	258.398	bk
8	Spectrogram 1	1	763.907378140	764.238642791	102.083	551.250	344.531	0.3313	0.2264	430.664	0.8246	172.266	bm
10	Spectrogram 1	1	764.213939228	764.287814757	449.167	857.500	689.062	0.0739	0.0464	775.195	0.9167	172.266	bk
9	Spectrogram 1	1	764.215741070	764.940081621	428.750	1082.083	861.328	0.7243	0.5805	947.461	0.8618	258.398	us
12	Spectrogram 1	1	764.599533451	764.693229244	122.500	469.583	344.531	0.0937	0.0639	344.531	0.8667	86.133	bm
11	Spectrogram 1	1	764.684220033	764.763501088	387.917	877.917	689.062	0.0793	0.0580	861.328	0.9231	258.398	bk
13	Spectrogram 1	1	764.923865041	765.013957149	490.000	980.000	775.195	0.0901	0.0464	947.461	0.8571	258.398	bk
14	Spectrogram 1	1	765.078823467	765.161708207	469.583	918.750	775.195	0.0829	0.0522	861.328	0.9286	258.398	bk
15	Spectrogram 1	1	765.127473206	765.249998473	122.500	449.167	258.398	0.1225	0.0697	344.531	0.7500	86.133	bm
16	Spectrogram 1	1	765.239187420	765.325675844	367.500	1041.250	689.062	0.0865	0.0639	861.328	0.9286	258.398	bk
17	Spectrogram 1	1	765.401353215	765.493247165	449.167	1000.417	689.062	0.0919	0.0639	861.328	0.9333	258.398	bk
18	Spectrogram 1	1	765.586942958	765.671629540	387.917	1000.417	689.062	0.0847	0.0580	861.328	0.9231	258.398	bk
19	Spectrogram 1	1	765.698657172	765.821182439	102.083	469.583	344.531	0.1225	0.0697	344.531	0.8000	86.133	bm
20	Spectrogram 1	1	765.761721648	765.871634020	347.083	939.167	689.062	0.1099	0.0639	775.195	0.8889	258.398	bk
21	Spectrogram 1	1	765.972685833	766.059324280	367.500	1061.667	689.062	0.0866	0.0580	861.328	0.9286	258.398	bk
22	Spectrogram 1	1	766.182911477	766.263179450	326.667	959.583	689.062	0.0803	0.0580	775.195	1.0000	172.266	bk
23	Spectrogram 1	1	766.260831927	766.377951668	122.500	428.750	258.398	0.1171	0.0697	344.531	0.7895	86.133	bm
24	Spectrogram 1	1	766.354527720	766.422997722	387.917	898.333	689.062	0.0685	0.0522	775.195	1.0000	172.266	bk
25	Spectrogram 1	1	766.388762721	766.487864040	387.917	1020.833	689.062	0.0991	0.0755	775.195	0.8750	258.398	bk
26	Spectrogram 1	1	766.859043526	766.945531950	122.500	449.167	258.398	0.0865	0.0406	344.531	0.7857	86.133	bm
27	Spectrogram 1	1	766.958144845	767.032020374	367.500	857.500	689.062	0.0739	0.0522	775.195	0.9167	258.398	bk
28	Spectrogram 1	1	767.549149075	767.653655921	81.667	469.583	258.398	0.1045	0.0697	344.531	0.9412	172.266	bm
29	Spectrogram 1	1	767.653655921	767.731135134	367.500	898.333	689.062	0.0775	0.0464	775.195	0.9167	258.398	bk
30	Spectrogram 1	1	768.331148575	768.468088579	61.250	428.750	258.398	0.1369	0.0987	344.531	0.9091	172.266	bm
31	Spectrogram 1	1	768.415835157	768.495116212	408.333	877.917	689.062	0.0793	0.0464	775.195	0.8462	258.398	bk
32	Spectrogram 1	1	769.001209204	769.105684979	122.500	449.167	258.398	0.1045	0.0755	344.531	0.8824	172.266	bm
33	Spectrogram 1	1	769.075106703	769.156648771	387.917	877.917	689.062	0.0815	0.0522	775.195	0.8462	172.266	bk
34	Spectrogram 1	1	769.643352990	769.770762471	142.917	469.583	258.398	0.1274	0.0813	344.531	0.8571	86.133	bm
35	Spectrogram 1	1	769.747828765	769.819178074	408.333	918.750	689.062	0.0713	0.0348	775.195	0.8182	172.266	bk
36	Spectrogram 1	1	770.428195395	770.846098494	102.083	408.333	258.398	0.4179	0.2786	344.531	0.7606	86.133	bm
37	Spectrogram 1	1	771.531220260	772.143846596	122.500	428.750	258.398	0.6126	0.4063	344.531	0.9038	172.266	bm
38	Spectrogram 1	1	772.983505045	773.358288215	102.083	408.333	258.398	0.3748	0.2612	344.531	0.7812	172.266	bm
