Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3076.224203389	3076.508339057	175.000	450.000	281.250	0.2841	0.1973	375.000	0.8846	187.500	bm
2	Spectrogram 1	1	3076.924394094	3077.086757334	125.000	475.000	281.250	0.1624	0.0960	375.000	0.7931	187.500	bm
3	Spectrogram 1	1	3079.569561863	3079.978852528	125.000	500.000	281.250	0.4093	0.2667	375.000	0.8421	93.750	bm
4	Spectrogram 1	1	3082.471497835	3082.701114130	100.000	500.000	281.250	0.2296	0.1387	468.750	0.7857	281.250	bm
5	Spectrogram 1	1	3082.641318220	3083.260803848	600.000	1175.000	843.750	0.6195	0.4373	1031.250	0.9391	281.250	us
8	Spectrogram 1	1	3083.232101811	3083.351693631	175.000	500.000	281.250	0.1196	0.0853	468.750	0.9048	281.250	bm
6	Spectrogram 1	1	3083.241669157	3083.318207922	500.000	1100.000	843.750	0.0765	0.0533	937.500	0.8571	281.250	bk
7	Spectrogram 1	1	3083.380395668	3083.461718106	475.000	1075.000	750.000	0.0813	0.0587	937.500	0.8000	281.250	bk
9	Spectrogram 1	1	3083.543040543	3083.626754817	475.000	1075.000	750.000	0.0837	0.0480	843.750	0.8000	187.500	bk
10	Spectrogram 1	1	3083.684158891	3083.801358875	150.000	450.000	281.250	0.1172	0.0853	375.000	0.9048	187.500	bm
11	Spectrogram 1	1	3083.715252764	3083.798967038	500.000	1075.000	750.000	0.0837	0.0533	843.750	0.8667	187.500	bk
12	Spectrogram 1	1	3083.904207840	3083.987922114	475.000	1075.000	750.000	0.0837	0.0373	843.750	0.7857	187.500	bk
13	Spectrogram 1	1	3084.114689444	3084.200795554	450.000	1050.000	750.000	0.0861	0.0427	843.750	0.8000	187.500	bk
14	Spectrogram 1	1	3084.279726155	3084.377791448	475.000	975.000	750.000	0.0981	0.0747	843.750	1.0000	187.500	bk
15	Spectrogram 1	1	3084.339522065	3084.435195522	550.000	1025.000	750.000	0.0957	0.0587	843.750	0.7647	187.500	bk
16	Spectrogram 1	1	3084.801146491	3084.908779129	150.000	525.000	281.250	0.1076	0.0800	375.000	0.8947	187.500	bm
17	Spectrogram 1	1	3084.880077092	3084.968575039	450.000	975.000	750.000	0.0885	0.0640	843.750	1.0000	187.500	bk
18	Spectrogram 1	1	3085.252542442	3085.485939598	150.000	525.000	281.250	0.2334	0.1653	375.000	0.8140	93.750	bm
