Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	314.361443760	314.780625730	184.211	434.211	281.250	0.4192	0.3360	375.000	0.9359	187.500	bm
2	Spectrogram 1	1	315.251871695	316.153429978	144.737	460.526	281.250	0.9016	0.5227	375.000	0.7083	187.500	bm
3	Spectrogram 1	1	317.706113689	318.429636366	157.895	486.842	281.250	0.7235	0.3093	375.000	0.5704	187.500	bm
4	Spectrogram 1	1	317.874777017	318.693292937	565.789	1118.421	937.500	0.8185	0.5760	1031.250	0.9013	281.250	us
5	Spectrogram 1	1	318.697228109	318.791672254	486.842	960.526	750.000	0.0944	0.0747	937.500	0.9412	375.000	bk
6	Spectrogram 1	1	318.823153635	318.945143989	460.526	986.842	656.250	0.1220	0.0800	937.500	0.9091	375.000	bk
7	Spectrogram 1	1	319.000236407	319.137967451	421.053	921.053	656.250	0.1377	0.0960	843.750	0.8800	281.250	bk
8	Spectrogram 1	1	319.177319178	319.307179876	407.895	947.368	656.250	0.1299	0.0907	843.750	0.9167	281.250	bk
9	Spectrogram 1	1	319.385883330	319.492132993	355.263	960.526	656.250	0.1062	0.0693	843.750	0.8947	281.250	bk
10	Spectrogram 1	1	319.476392302	319.555095756	473.684	947.368	656.250	0.0787	0.0747	843.750	1.0000	281.250	bk
11	Spectrogram 1	1	319.594447483	319.684956455	407.895	973.684	656.250	0.0905	0.0533	843.750	0.8125	281.250	bk
12	Spectrogram 1	1	319.712502664	319.795141290	381.579	934.211	656.250	0.0826	0.0640	843.750	0.8571	375.000	bk
13	Spectrogram 1	1	319.818752326	319.917131644	394.737	921.053	656.250	0.0984	0.0693	843.750	0.8824	281.250	bk
