Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	350.719855053	350.948139018	158.452	411.976	258.398	0.2283	0.1509	344.531	0.8462	172.266	bm
2	Spectrogram 1	1	351.877609859	352.068086804	142.607	443.666	258.398	0.1905	0.1335	344.531	0.8750	172.266	bm
3	Spectrogram 1	1	352.859050387	353.420795952	158.452	459.512	344.531	0.5617	0.4412	430.664	0.8646	172.266	bm
4	Spectrogram 1	1	356.177869012	356.600792397	174.298	507.047	344.531	0.4229	0.3251	430.664	0.8194	172.266	bm
5	Spectrogram 1	1	356.420000721	357.149624271	665.500	1061.630	861.328	0.7296	0.5747	1033.594	0.9600	344.531	us
6	Spectrogram 1	1	357.165766385	357.256162223	475.357	966.559	775.195	0.0904	0.0580	947.461	0.9286	344.531	bk
7	Spectrogram 1	1	357.320730679	357.424040208	459.512	1014.095	775.195	0.1033	0.0813	861.328	1.0000	258.398	bk
8	Spectrogram 1	1	357.498293932	357.585461347	459.512	998.249	775.195	0.0872	0.0522	861.328	0.8571	258.398	bk
9	Spectrogram 1	1	357.685542454	357.792080406	427.821	982.404	775.195	0.1065	0.0929	861.328	0.9444	344.531	bk
10	Spectrogram 1	1	357.905075203	357.992242619	411.976	998.249	775.195	0.0872	0.0639	861.328	1.0000	344.531	bk
11	Spectrogram 1	1	358.131064798	358.227917482	443.666	998.249	775.195	0.0969	0.0697	861.328	1.0000	258.398	bk
12	Spectrogram 1	1	358.392567044	358.495876573	459.512	982.404	775.195	0.1033	0.0697	861.328	0.9412	344.531	bk
13	Spectrogram 1	1	359.290068579	359.512829751	158.452	491.202	344.531	0.2228	0.1451	430.664	0.8108	172.266	bm
14	Spectrogram 1	1	360.052103524	360.289518847	190.143	475.357	344.531	0.2374	0.1683	430.664	0.8750	172.266	bm
