Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	234.051192656	234.405307580	111.139	444.556	258.398	0.3541	0.2322	344.531	0.7833	172.266	bm
2	Spectrogram 1	1	235.135525223	235.640689059	44.456	511.240	258.398	0.5052	0.4180	344.531	0.9302	258.398	bm
3	Spectrogram 1	1	236.757197666	237.082175676	88.911	466.784	258.398	0.3250	0.2438	344.531	0.8727	172.266	bm
4	Spectrogram 1	1	238.012063248	238.298430009	111.139	533.468	344.531	0.2864	0.1393	430.664	0.7292	172.266	bm
5	Spectrogram 1	1	238.256601156	238.948386028	377.873	1111.391	861.328	0.6918	0.6037	947.461	0.9407	258.398	us
6	Spectrogram 1	1	238.710283328	238.800376241	133.367	422.329	258.398	0.0901	0.0522	344.531	0.7333	172.266	bm
7	Spectrogram 1	1	238.830971669	238.919704065	355.645	955.796	775.195	0.0887	0.0580	861.328	0.9286	258.398	bk
8	Spectrogram 1	1	238.978858996	239.081242530	422.329	1044.708	775.195	0.1024	0.0639	861.328	0.8824	172.266	bk
9	Spectrogram 1	1	239.135847081	239.233680236	333.417	1066.935	775.195	0.0978	0.0580	861.328	0.8125	258.398	bk
10	Spectrogram 1	1	239.295110357	239.395218701	311.190	1066.935	775.195	0.1001	0.0639	861.328	0.8125	258.398	bk
11	Spectrogram 1	1	239.454373632	239.559032356	355.645	1022.480	775.195	0.1047	0.0580	861.328	0.8235	258.398	bk
12	Spectrogram 1	1	239.631838424	239.736497148	311.190	1022.480	775.195	0.1047	0.0697	861.328	0.8824	344.531	bk
13	Spectrogram 1	1	239.818403975	239.918512320	377.873	955.796	775.195	0.1001	0.0580	861.328	0.8125	344.531	bk
14	Spectrogram 1	1	240.009519906	240.111903440	355.645	978.024	775.195	0.1024	0.0580	861.328	0.8235	344.531	bk
15	Spectrogram 1	1	240.221112543	240.330321646	288.962	978.024	775.195	0.1092	0.0639	861.328	0.8333	344.531	bk
16	Spectrogram 1	1	240.434980370	240.548739852	355.645	978.024	775.195	0.1138	0.0697	861.328	0.8421	344.531	bk
17	Spectrogram 1	1	240.653398576	240.748956541	288.962	978.024	775.195	0.0956	0.0580	861.328	0.8667	344.531	bk
18	Spectrogram 1	1	240.876367161	240.976475505	333.417	1000.252	775.195	0.1001	0.0580	861.328	0.8750	258.398	bk
19	Spectrogram 1	1	241.112986884	241.208544849	311.190	1000.252	775.195	0.0956	0.0580	861.328	0.8667	344.531	bk
20	Spectrogram 1	1	241.606703037	241.709086571	88.911	489.012	258.398	0.1024	0.0755	344.531	0.8824	172.266	bm
21	Spectrogram 1	1	242.198252345	242.330213345	66.683	511.240	258.398	0.1320	0.0929	344.531	0.8182	258.398	bm
22	Spectrogram 1	1	242.787526464	243.178859083	111.139	511.240	258.398	0.3913	0.3135	344.531	0.8955	172.266	bm
23	Spectrogram 1	1	245.185576351	245.620137573	66.683	466.784	344.531	0.4346	0.2902	430.664	0.8356	258.398	bm
24	Spectrogram 1	1	246.122954485	246.548414949	88.911	533.468	258.398	0.4255	0.3367	344.531	0.8889	172.266	bm
