Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	536.009875096	536.560264114	118.633	423.688	258.398	0.5504	0.3773	344.531	0.8065	172.266	bm
2	Spectrogram 1	1	536.714123064	537.121177556	406.740	932.113	689.062	0.4071	0.3019	775.195	0.9130	172.266	us
3	Spectrogram 1	1	537.148976400	537.244286720	355.898	881.270	689.062	0.0953	0.0813	775.195	1.0000	258.398	bk
4	Spectrogram 1	1	537.291941880	537.409094149	372.845	847.375	602.930	0.1172	0.0929	775.195	0.9000	344.531	bk
5	Spectrogram 1	1	537.490505047	537.623542369	389.793	864.323	602.930	0.1330	0.1045	775.195	0.9545	344.531	bk
6	Spectrogram 1	1	537.710910163	537.820119904	322.003	881.270	602.930	0.1092	0.0755	775.195	0.8824	430.664	bk
7	Spectrogram 1	1	537.943229068	538.060381337	322.003	864.323	602.930	0.1172	0.0929	775.195	0.9474	344.531	bk
8	Spectrogram 1	1	542.603310892	543.148083697	135.580	440.635	258.398	0.5448	0.4528	430.664	0.9140	258.398	bm
