Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2672.887766044	2673.404402707	141.421	548.008	375.000	0.5166	0.2560	375.000	0.7812	93.750	bm
2	Spectrogram 1	1	2675.537272083	2675.774051806	106.066	424.264	281.250	0.2368	0.1600	375.000	0.9070	187.500	bm
3	Spectrogram 1	1	2676.325410305	2676.585868001	159.099	548.008	375.000	0.2605	0.1280	375.000	0.6596	93.750	bm
4	Spectrogram 1	1	2676.545277192	2677.445040141	636.396	1113.693	843.750	0.8998	0.6827	937.500	0.8982	187.500	us
5	Spectrogram 1	1	2677.434892439	2677.532986896	530.330	1007.627	750.000	0.0981	0.0693	937.500	0.8824	281.250	bk
6	Spectrogram 1	1	2677.492396086	2677.607403380	141.421	512.652	281.250	0.1150	0.0747	468.750	0.8571	281.250	bm
7	Spectrogram 1	1	2677.587107975	2677.695350135	477.297	1025.305	750.000	0.1082	0.0640	843.750	0.8421	187.500	bk
8	Spectrogram 1	1	2677.763001484	2677.891539048	406.586	1042.983	750.000	0.1285	0.0853	843.750	0.9130	281.250	bk
9	Spectrogram 1	1	2677.965955533	2678.074197692	353.553	1025.305	750.000	0.1082	0.0800	843.750	0.8421	281.250	bk
10	Spectrogram 1	1	2678.168909582	2678.277151741	335.876	1025.305	750.000	0.1082	0.0853	843.750	1.0000	375.000	bk
11	Spectrogram 1	1	2678.382011333	2678.493636060	371.231	1042.983	750.000	0.1116	0.0800	843.750	0.8500	281.250	bk
12	Spectrogram 1	1	2678.608643354	2678.716885513	388.909	1060.660	750.000	0.1082	0.0747	843.750	0.8947	281.250	bk
13	Spectrogram 1	1	2679.298687120	2679.400164144	123.744	459.619	281.250	0.1015	0.0800	375.000	1.0000	187.500	bm
14	Spectrogram 1	1	2679.393399009	2679.505023736	512.652	936.916	656.250	0.1116	0.0640	750.000	0.8500	187.500	bk
15	Spectrogram 1	1	2679.477963196	2679.664004408	176.777	512.652	375.000	0.1860	0.1120	468.750	0.7353	187.500	bm
