Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	284.594168905	285.180500932	141.743	501.136	344.531	0.5863	0.4238	430.664	0.8600	172.266	bm
2	Spectrogram 1	1	284.716378569	284.822496260	551.250	927.102	775.195	0.1061	0.0755	861.328	0.8889	172.266	bk
3	Spectrogram 1	1	285.158124307	285.259306292	100.227	501.136	344.531	0.1012	0.0639	344.531	0.7647	86.133	bm
4	Spectrogram 1	1	285.254370585	285.355552570	400.909	927.102	689.062	0.1012	0.0580	775.195	0.8750	172.266	bk
5	Spectrogram 1	1	285.807169721	285.918223119	125.284	526.193	258.398	0.1111	0.0639	344.531	0.8333	86.133	bm
6	Spectrogram 1	1	285.910819559	286.021872956	476.080	952.159	689.062	0.1111	0.0697	775.195	0.9444	172.266	bk
7	Spectrogram 1	1	286.670918370	286.944850085	100.227	526.193	258.398	0.2739	0.1509	344.531	0.7391	86.133	bm
8	Spectrogram 1	1	287.623509738	287.880166480	125.284	526.193	258.398	0.2567	0.1625	344.531	0.8372	86.133	bm
9	Spectrogram 1	1	288.003559144	288.294765831	100.227	526.193	344.531	0.2912	0.1858	430.664	0.7551	172.266	bm
10	Spectrogram 1	1	288.186180287	288.768593662	476.080	1127.557	861.328	0.5824	0.4586	947.461	0.9697	258.398	us
11	Spectrogram 1	1	288.583504666	288.689622357	150.341	451.023	258.398	0.1061	0.0580	344.531	0.7059	86.133	bm
12	Spectrogram 1	1	288.675807624	288.775274664	375.852	876.989	775.195	0.0995	0.0813	861.328	0.8235	258.398	bk
13	Spectrogram 1	1	288.756079270	288.834605881	501.136	1077.443	775.195	0.0785	0.0580	861.328	0.7692	258.398	bk
14	Spectrogram 1	1	288.897427169	288.986423995	425.966	1052.386	775.195	0.0890	0.0464	861.328	0.7857	258.398	bk
15	Spectrogram 1	1	288.953268315	289.038775068	125.284	526.193	344.531	0.0855	0.0464	430.664	0.7857	172.266	bm
16	Spectrogram 1	1	289.037030033	289.139987144	425.966	1052.386	689.062	0.1030	0.0639	861.328	0.9375	258.398	bk
17	Spectrogram 1	1	289.047500247	289.133007001	250.568	1002.273	689.062	0.0855	0.0639	861.328	1.0000	258.398	bk
18	Spectrogram 1	1	289.223748862	289.311000652	375.852	1052.386	775.195	0.0873	0.0464	861.328	0.7857	258.398	bk
19	Spectrogram 1	1	289.380802084	289.475034016	100.227	476.080	344.531	0.0942	0.0522	344.531	0.7333	86.133	bm
20	Spectrogram 1	1	289.427918050	289.501209553	400.909	1002.273	775.195	0.0733	0.0522	861.328	0.9167	258.398	bk
21	Spectrogram 1	1	289.469798909	289.569265949	350.795	952.159	689.062	0.0995	0.0755	775.195	0.8125	172.266	bk
22	Spectrogram 1	1	289.646047524	289.731554278	375.852	1002.273	689.062	0.0855	0.0464	861.328	0.7692	258.398	bk
23	Spectrogram 1	1	290.042170649	290.146872797	125.284	501.136	258.398	0.1047	0.0580	344.531	0.7647	86.133	bm
24	Spectrogram 1	1	290.141637689	290.244594801	375.852	902.045	689.062	0.1030	0.0639	775.195	0.8235	172.266	bk
25	Spectrogram 1	1	290.235869622	290.401648022	100.227	576.307	344.531	0.1658	0.0929	430.664	0.7500	172.266	bm
