Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	472.449716610	472.844484517	86.133	452.197	258.398	0.3948	0.2728	344.531	0.8507	172.266	bm
2	Spectrogram 1	1	473.644274044	474.469697850	86.133	538.330	258.398	0.8254	0.3831	344.531	0.6879	86.133	bm
3	Spectrogram 1	1	475.956486073	476.356380836	129.199	495.264	258.398	0.3999	0.2670	344.531	0.8235	86.133	bm
4	Spectrogram 1	1	476.551201362	476.889573854	172.266	516.797	344.531	0.3384	0.2090	430.664	0.7895	172.266	bm
6	Spectrogram 1	1	476.874048938	477.577344451	581.396	1012.061	861.328	0.7033	0.6502	947.461	0.9750	258.398	us
5	Spectrogram 1	1	476.966476693	477.151043507	107.666	473.730	344.531	0.1846	0.1045	344.531	0.7419	86.133	bm
7	Spectrogram 1	1	477.073436841	477.182193879	409.131	861.328	689.062	0.1088	0.0697	775.195	0.8889	258.398	bk
8	Spectrogram 1	1	477.454086474	477.609971562	129.199	495.264	344.531	0.1559	0.0697	344.531	0.6923	86.133	bm
9	Spectrogram 1	1	477.579945088	477.667101639	366.064	882.861	689.062	0.0872	0.0813	861.328	1.0000	344.531	bk
10	Spectrogram 1	1	477.638903932	477.738877623	452.197	1012.061	775.195	0.1000	0.0755	861.328	0.9375	258.398	bk
11	Spectrogram 1	1	477.795273038	477.895246729	409.131	968.994	775.195	0.1000	0.0755	861.328	1.0000	258.398	bk
12	Spectrogram 1	1	477.969586140	478.061869547	430.664	968.994	775.195	0.0923	0.0697	861.328	0.9333	258.398	bk
13	Spectrogram 1	1	478.031108411	478.184914089	150.732	452.197	344.531	0.1538	0.0871	344.531	0.8000	86.133	bm
14	Spectrogram 1	1	478.156716382	478.248999789	409.131	968.994	689.062	0.0923	0.0639	775.195	0.9333	258.398	bk
15	Spectrogram 1	1	478.336156340	478.438693458	366.064	968.994	689.062	0.1025	0.0580	861.328	0.8824	344.531	bk
16	Spectrogram 1	1	478.536103721	478.643767696	322.998	968.994	689.062	0.1077	0.0697	861.328	0.9412	344.531	bk
17	Spectrogram 1	1	478.753995099	478.861659074	366.064	925.928	775.195	0.1077	0.0697	861.328	0.8889	258.398	bk
19	Spectrogram 1	1	478.884729925	478.979576760	193.799	430.664	258.398	0.0948	0.0580	344.531	0.8667	86.133	bm
18	Spectrogram 1	1	478.969323048	479.074423595	366.064	990.527	689.062	0.1051	0.0697	775.195	0.8889	258.398	bk
20	Spectrogram 1	1	479.200031566	479.302568684	322.998	990.527	689.062	0.1025	0.0697	775.195	0.8824	258.398	bk
21	Spectrogram 1	1	479.423049799	479.530713774	387.598	990.527	775.195	0.1077	0.0697	861.328	0.8824	344.531	bk
22	Spectrogram 1	1	479.705026876	479.828071418	129.199	516.797	344.531	0.1230	0.0580	344.531	0.8500	86.133	bm
23	Spectrogram 1	1	479.815254278	479.910101113	387.598	947.461	689.062	0.0948	0.0813	775.195	1.0000	258.398	bk
24	Spectrogram 1	1	480.825244899	481.171307675	150.732	473.730	258.398	0.3461	0.2380	344.531	0.7797	172.266	bm
25	Spectrogram 1	1	482.647842185	483.319460314	193.799	538.330	258.398	0.6716	0.4296	344.531	0.8870	86.133	bm
26	Spectrogram 1	1	485.321497558	485.908522564	86.133	495.264	344.531	0.5870	0.4238	430.664	0.8200	172.266	bm
