Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3564.397992120	3564.722619367	106.195	451.327	281.250	0.3246	0.2187	375.000	0.8833	187.500	bm
2	Spectrogram 1	1	3565.219108098	3565.376647791	131.409	469.319	281.250	0.1575	0.0960	375.000	0.7931	187.500	bm
3	Spectrogram 1	1	3567.854317516	3568.536989521	150.182	525.637	281.250	0.6827	0.4693	375.000	0.8110	187.500	bm
4	Spectrogram 1	1	3570.585005535	3570.895310992	206.500	506.864	375.000	0.3103	0.1973	468.750	0.7895	187.500	bm
5	Spectrogram 1	1	3570.838023831	3571.592304787	619.501	1070.047	843.750	0.7543	0.6080	937.500	0.9286	187.500	us
6	Spectrogram 1	1	3571.584276238	3571.678795231	450.546	1032.501	843.750	0.0945	0.0533	937.500	0.9375	281.250	bk
7	Spectrogram 1	1	3571.736181763	3571.837452114	469.319	1051.274	750.000	0.1013	0.0640	937.500	0.8889	281.250	bk
8	Spectrogram 1	1	3571.891462968	3571.996108996	431.773	1032.501	750.000	0.1046	0.0693	843.750	0.9474	281.250	bk
9	Spectrogram 1	1	3572.063622563	3572.171644271	375.455	1013.728	750.000	0.1080	0.0800	843.750	0.9000	281.250	bk
10	Spectrogram 1	1	3572.256036229	3572.360682258	469.319	1032.501	750.000	0.1046	0.0747	843.750	0.8889	281.250	bk
11	Spectrogram 1	1	3572.485029717	3572.585282249	431.773	976.183	750.000	0.1003	0.0693	843.750	0.8889	281.250	bk
12	Spectrogram 1	1	3572.819774514	3572.944674613	168.955	506.864	375.000	0.1249	0.0800	468.750	0.9130	187.500	bm
13	Spectrogram 1	1	3572.931171899	3573.029066571	506.864	882.319	750.000	0.0979	0.0693	843.750	0.9412	281.250	bk
14	Spectrogram 1	1	3573.079384015	3573.160540827	450.546	901.092	656.250	0.0812	0.0587	750.000	0.9286	187.500	bk
32	Spectrogram 1	1	3573.127123316	3573.236923708	187.727	469.319	375.000	0.1098	0.0800	468.750	0.9474	187.500	bm
15	Spectrogram 1	1	3573.208280128	3573.275115149	469.319	882.319	656.250	0.0668	0.0480	750.000	0.9167	187.500	bk
33	Spectrogram 1	1	3573.265567289	3573.351498031	150.182	488.091	375.000	0.0859	0.0533	468.750	0.9333	187.500	bm
