Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3144.695844744	3145.007040952	125.000	425.000	281.250	0.3112	0.2347	375.000	0.8596	187.500	bm
2	Spectrogram 1	1	3146.282268892	3147.006138332	100.000	500.000	281.250	0.7239	0.5280	375.000	0.8889	187.500	bm
3	Spectrogram 1	1	3149.060403277	3149.409611392	150.000	500.000	375.000	0.3492	0.2507	375.000	0.8000	93.750	bm
4	Spectrogram 1	1	3149.285235899	3149.998003147	625.000	1000.000	843.750	0.7128	0.5120	937.500	0.9699	187.500	us
5	Spectrogram 1	1	3150.036918794	3150.151926088	525.000	1025.000	750.000	0.1150	0.0853	843.750	1.0000	187.500	bk
6	Spectrogram 1	1	3150.209429735	3150.290611355	425.000	1025.000	750.000	0.0812	0.0693	843.750	1.0000	281.250	bk
7	Spectrogram 1	1	3150.368410407	3150.466504864	400.000	1025.000	750.000	0.0981	0.0747	843.750	0.9412	281.250	bk
8	Spectrogram 1	1	3150.544303916	3150.642398373	375.000	1000.000	750.000	0.0981	0.0747	843.750	0.9412	375.000	bk
9	Spectrogram 1	1	3150.730345127	3150.845352422	375.000	1000.000	750.000	0.1150	0.0907	843.750	0.9524	281.250	bk
10	Spectrogram 1	1	3150.923151474	3151.031393633	375.000	1025.000	750.000	0.1082	0.0960	843.750	0.9474	281.250	bk
11	Spectrogram 1	1	3151.129488090	3151.244495384	325.000	1025.000	750.000	0.1150	0.0907	843.750	1.0000	375.000	bk
12	Spectrogram 1	1	3151.359502678	3151.477892540	300.000	1025.000	750.000	0.1184	0.0960	843.750	0.9091	281.250	bk
13	Spectrogram 1	1	3152.316769275	3152.509575621	125.000	525.000	281.250	0.1928	0.1173	375.000	0.8000	93.750	bm
