Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	449.085818945	449.620003422	156.860	470.579	344.531	0.5342	0.4354	430.664	0.9011	172.266	bm
2	Spectrogram 1	1	449.620003422	449.699902810	515.396	851.524	689.062	0.0799	0.0522	775.195	0.9167	172.266	bk
3	Spectrogram 1	1	450.380189024	450.478351129	126.762	443.666	258.398	0.0982	0.0755	430.664	0.9333	258.398	bm
4	Spectrogram 1	1	450.476068289	450.551401998	507.047	871.488	689.062	0.0753	0.0464	775.195	0.9167	172.266	bk
5	Spectrogram 1	1	451.204294136	451.288759203	95.071	475.357	258.398	0.0845	0.0697	430.664	1.0000	258.398	bm
6	Spectrogram 1	1	451.288759203	451.370941430	459.512	887.333	689.062	0.0822	0.0464	775.195	0.8462	172.266	bk
7	Spectrogram 1	1	452.090035919	452.167652467	110.917	491.202	258.398	0.0776	0.0639	430.664	1.0000	258.398	bm
8	Spectrogram 1	1	452.181349504	452.254400373	507.047	871.488	689.062	0.0731	0.0464	775.195	0.9091	172.266	bk
9	Spectrogram 1	1	452.240703335	452.450724583	158.452	522.893	344.531	0.2100	0.1451	430.664	0.8286	172.266	bm
10	Spectrogram 1	1	452.491815696	453.085354004	602.119	1093.321	861.328	0.5935	0.4760	947.461	0.8824	258.398	us
11	Spectrogram 1	1	452.774887812	452.875332757	507.047	855.642	689.062	0.1004	0.0639	775.195	0.8750	172.266	bk
12	Spectrogram 1	1	453.087636844	453.169819071	617.964	1029.940	861.328	0.0822	0.0697	947.461	1.0000	258.398	bk
13	Spectrogram 1	1	453.220041543	453.302223770	459.512	1014.095	775.195	0.0822	0.0522	861.328	0.8462	172.266	bk
14	Spectrogram 1	1	453.362524641	453.437858349	507.047	966.559	775.195	0.0753	0.0464	861.328	0.9167	258.398	bk
15	Spectrogram 1	1	453.538303293	453.611354162	491.202	950.714	775.195	0.0731	0.0522	861.328	0.9091	258.398	bk
16	Spectrogram 1	1	453.700384908	453.762021579	475.357	934.868	775.195	0.0616	0.0464	861.328	1.0000	258.398	bk
17	Spectrogram 1	1	453.723213305	453.791698494	475.357	966.559	775.195	0.0685	0.0522	861.328	0.9091	258.398	bk
18	Spectrogram 1	1	453.910406156	453.988022704	491.202	982.404	775.195	0.0776	0.0522	861.328	0.9167	258.398	bk
19	Spectrogram 1	1	454.131841601	454.218589508	427.821	934.868	775.195	0.0867	0.0580	861.328	0.9286	344.531	bk
20	Spectrogram 1	1	454.360125566	454.440024953	443.666	982.404	775.195	0.0799	0.0580	861.328	1.0000	258.398	bk
21	Spectrogram 1	1	454.832260278	454.904899791	459.512	919.023	689.062	0.0726	0.0464	775.195	0.8333	172.266	bk
22	Spectrogram 1	1	455.040493548	455.247112607	110.917	507.047	344.531	0.2066	0.1567	430.664	0.8857	172.266	bm
23	Spectrogram 1	1	455.517525266	455.590576135	554.583	823.952	689.062	0.0731	0.0464	775.195	0.8182	172.266	bk
24	Spectrogram 1	1	455.675041202	455.843971335	190.143	522.893	344.531	0.1689	0.1219	430.664	0.8214	172.266	bm
25	Spectrogram 1	1	455.935284921	456.012901469	507.047	823.952	689.062	0.0776	0.0406	775.195	0.7692	172.266	bk
26	Spectrogram 1	1	456.302822104	456.437509643	174.298	491.202	344.531	0.1347	0.0929	430.664	0.8636	172.266	bm
