Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2947.524081504	2948.146473920	125.000	525.000	375.000	0.6224	0.4480	375.000	0.8534	93.750	bm
2	Spectrogram 1	1	2950.422941834	2950.713842637	150.000	550.000	375.000	0.2909	0.1387	375.000	0.6415	93.750	bm
3	Spectrogram 1	1	2950.666486692	2951.353147891	575.000	1125.000	843.750	0.6867	0.5547	937.500	0.8906	187.500	us
4	Spectrogram 1	1	2951.136663572	2951.227992894	450.000	825.000	656.250	0.0913	0.0587	750.000	0.8750	187.500	bk
5	Spectrogram 1	1	2951.332852486	2951.441094645	525.000	975.000	843.750	0.1082	0.0800	937.500	0.8500	281.250	bk
6	Spectrogram 1	1	2951.481685455	2951.579779912	425.000	1025.000	750.000	0.0981	0.0693	843.750	0.9444	187.500	bk
7	Spectrogram 1	1	2951.650813829	2951.745525718	425.000	975.000	750.000	0.0947	0.0640	843.750	0.8235	187.500	bk
8	Spectrogram 1	1	2951.819942203	2951.924801795	400.000	1025.000	750.000	0.1049	0.0693	843.750	0.8333	281.250	bk
9	Spectrogram 1	1	2951.999218279	2952.093930169	375.000	1000.000	750.000	0.0947	0.0693	843.750	0.9412	281.250	bk
10	Spectrogram 1	1	2952.185259491	2952.296884218	400.000	1025.000	750.000	0.1116	0.0800	843.750	0.9000	281.250	bk
11	Spectrogram 1	1	2952.384830972	2952.503220834	300.000	1000.000	750.000	0.1184	0.0853	843.750	0.9048	281.250	bk
12	Spectrogram 1	1	2952.594550156	2952.706174883	350.000	1075.000	750.000	0.1116	0.0747	843.750	0.9000	281.250	bk
13	Spectrogram 1	1	2954.497039102	2954.607063577	100.000	500.000	281.250	0.1100	0.0640	468.750	0.7895	281.250	bm
14	Spectrogram 1	1	2954.597496231	2954.688386014	500.000	925.000	656.250	0.0909	0.0587	750.000	0.8750	187.500	bk
15	Spectrogram 1	1	2957.338540748	2957.568157043	125.000	500.000	281.250	0.2296	0.1813	468.750	0.9070	281.250	bm
