Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2527.390734108	2527.716023858	175.000	475.000	375.000	0.3253	0.2240	375.000	0.7833	93.750	bm
2	Spectrogram 1	1	2527.840397336	2527.919327937	125.000	500.000	281.250	0.0789	0.0533	375.000	0.8462	187.500	bm
3	Spectrogram 1	1	2527.893017737	2527.988691193	450.000	900.000	656.250	0.0957	0.0533	750.000	0.8824	187.500	bk
4	Spectrogram 1	1	2528.424005418	2528.510111529	100.000	475.000	281.250	0.0861	0.0587	375.000	0.9333	187.500	bm
5	Spectrogram 1	1	2528.510111529	2528.629703349	475.000	925.000	750.000	0.1196	0.0853	750.000	0.9545	187.500	bk
6	Spectrogram 1	1	2529.007613500	2529.117637975	150.000	500.000	281.250	0.1100	0.0800	375.000	0.9500	187.500	bm
7	Spectrogram 1	1	2529.074584920	2529.165474703	475.000	900.000	656.250	0.0909	0.0640	750.000	0.9375	187.500	bk
8	Spectrogram 1	1	2529.694070548	2529.801703186	100.000	500.000	281.250	0.1076	0.0747	375.000	0.8421	187.500	bm
9	Spectrogram 1	1	2529.775392986	2529.875850114	500.000	900.000	750.000	0.1005	0.0640	843.750	0.9444	187.500	bk
10	Spectrogram 1	1	2530.318339849	2530.414013305	125.000	500.000	281.250	0.0957	0.0693	375.000	0.9412	187.500	bm
11	Spectrogram 1	1	2530.399662287	2530.483376561	475.000	950.000	656.250	0.0837	0.0480	750.000	0.8667	187.500	bk
12	Spectrogram 1	1	2530.873245894	2530.964135678	125.000	500.000	281.250	0.0909	0.0693	375.000	1.0000	187.500	bm
13	Spectrogram 1	1	2530.945000986	2531.040674442	475.000	925.000	750.000	0.0957	0.0533	843.750	0.8235	187.500	bk
14	Spectrogram 1	1	2531.399449903	2531.643417216	150.000	600.000	375.000	0.2440	0.1653	468.750	0.8000	187.500	bm
15	Spectrogram 1	1	2531.593542414	2532.488231512	500.000	1150.000	750.000	0.8947	0.6987	937.500	0.9701	375.000	us
16	Spectrogram 1	1	2531.718697411	2531.833704705	325.000	950.000	656.250	0.1150	0.0853	937.500	0.9500	468.750	bk
18	Spectrogram 1	1	2532.140181537	2532.274124376	125.000	500.000	281.250	0.1339	0.0960	375.000	0.9167	187.500	bm
17	Spectrogram 1	1	2532.219112139	2532.329136613	375.000	875.000	750.000	0.1100	0.0747	843.750	0.8947	281.250	bk
20	Spectrogram 1	1	2532.551577399	2532.649642691	425.000	1050.000	750.000	0.0981	0.0693	843.750	0.9412	187.500	bk
19	Spectrogram 1	1	2532.553969235	2532.673561055	150.000	500.000	281.250	0.1196	0.0693	375.000	0.7727	187.500	bm
21	Spectrogram 1	1	2532.654426364	2532.738140638	500.000	975.000	656.250	0.0837	0.0693	843.750	0.9333	281.250	bk
22	Spectrogram 1	1	2532.747707984	2532.824246749	400.000	1050.000	750.000	0.0765	0.0533	843.750	0.9231	187.500	bk
24	Spectrogram 1	1	2532.939054896	2533.008418152	500.000	1025.000	750.000	0.0694	0.0640	843.750	1.0000	281.250	bk
23	Spectrogram 1	1	2532.953405914	2533.065822225	100.000	525.000	281.250	0.1124	0.0693	375.000	0.8000	187.500	bm
25	Spectrogram 1	1	2533.070605898	2533.156712009	400.000	950.000	750.000	0.0861	0.0587	843.750	0.9333	187.500	bk
26	Spectrogram 1	1	2533.108875280	2533.216507919	450.000	925.000	750.000	0.1076	0.0907	843.750	0.8500	281.250	bk
27	Spectrogram 1	1	2533.305005865	2533.398287485	500.000	1000.000	750.000	0.0933	0.0640	843.750	0.8824	281.250	bk
28	Spectrogram 1	1	2533.460475232	2533.553756851	125.000	475.000	281.250	0.0933	0.0640	468.750	0.8235	281.250	bm
29	Spectrogram 1	1	2533.541797669	2533.611160925	475.000	1000.000	750.000	0.0694	0.0480	843.750	0.9167	187.500	bk
30	Spectrogram 1	1	2534.082352696	2534.343062864	150.000	625.000	375.000	0.2607	0.1600	468.750	0.7500	187.500	bm
31	Spectrogram 1	1	2534.594205686	2534.807079126	150.000	625.000	375.000	0.2129	0.1440	468.750	0.7949	187.500	bm
