Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	696.674245739	698.093214653	109.091	600.000	375.000	1.4190	0.6240	375.000	0.5245	93.750	bm
2	Spectrogram 1	1	699.773021509	701.003335102	115.708	597.827	375.000	1.2303	0.4107	468.750	0.3739	187.500	bm
3	Spectrogram 1	1	700.017889749	701.182506985	366.410	1195.653	843.750	1.1646	1.0507	937.500	0.9585	562.500	us
4	Spectrogram 1	1	701.227299955	701.349734075	289.271	1099.230	750.000	0.1224	0.0853	843.750	0.9091	281.250	bk
5	Spectrogram 1	1	701.391540847	701.531892155	269.986	1157.084	750.000	0.1404	0.0907	937.500	0.8462	375.000	bk
6	Spectrogram 1	1	701.576685126	701.723008830	327.840	1195.653	843.750	0.1463	0.0907	937.500	0.8519	375.000	bk
7	Spectrogram 1	1	701.743912216	701.967877069	173.563	443.549	281.250	0.2240	0.1653	375.000	0.9268	187.500	bm
8	Spectrogram 1	1	701.782732791	701.914125505	347.125	1118.514	750.000	0.1314	0.0907	843.750	0.9565	281.250	bk
9	Spectrogram 1	1	701.976835664	702.120173170	366.410	1079.945	750.000	0.1433	0.1227	937.500	0.9615	375.000	bk
10	Spectrogram 1	1	702.203786715	702.341151825	327.840	1099.230	750.000	0.1374	0.0907	937.500	0.9167	375.000	bk
11	Spectrogram 1	1	702.338165627	702.553171886	154.278	501.403	375.000	0.2150	0.1867	468.750	0.9744	187.500	bm
12	Spectrogram 1	1	702.430737766	702.574075272	308.556	1137.799	750.000	0.1433	0.1013	937.500	0.9231	375.000	bk
13	Spectrogram 1	1	702.947350027	703.201176860	57.854	462.834	281.250	0.2538	0.2080	375.000	0.9362	281.250	bm
14	Spectrogram 1	1	703.024991176	703.165342484	250.701	1079.945	750.000	0.1404	0.0907	843.750	0.8800	281.250	bk
