Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3249.774683492	3250.577248601	135.135	513.514	281.250	0.8026	0.5600	375.000	0.8333	187.500	bm
2	Spectrogram 1	1	3251.421988198	3251.627406648	135.135	513.514	375.000	0.2054	0.1760	468.750	0.9474	281.250	bm
3	Spectrogram 1	1	3251.851933791	3252.129009841	108.108	459.459	281.250	0.2771	0.2080	375.000	0.8824	187.500	bm
4	Spectrogram 1	1	3253.012786894	3253.366297716	135.135	567.568	375.000	0.3535	0.2720	468.750	0.8939	187.500	bm
5	Spectrogram 1	1	3253.242091211	3253.824906349	594.595	1081.081	843.750	0.5828	0.4587	937.500	0.9358	187.500	us
6	Spectrogram 1	1	3253.838343427	3253.939682576	513.514	1054.054	843.750	0.1013	0.0800	937.500	0.8889	187.500	bk
7	Spectrogram 1	1	3253.966706348	3254.051155639	486.486	1027.027	843.750	0.0844	0.0640	937.500	0.9333	281.250	bk
8	Spectrogram 1	1	3254.105203184	3254.206542333	459.459	1108.108	750.000	0.1013	0.0853	937.500	0.9444	375.000	bk
9	Spectrogram 1	1	3254.287613651	3254.378818885	351.351	1108.108	750.000	0.0912	0.0800	843.750	1.0000	375.000	bk
10	Spectrogram 1	1	3254.480158033	3254.567985295	351.351	1108.108	750.000	0.0878	0.0693	843.750	0.9333	281.250	bk
11	Spectrogram 1	1	3254.682836330	3254.784175478	351.351	1054.054	750.000	0.1013	0.0960	843.750	1.0000	375.000	bk
12	Spectrogram 1	1	3254.902404484	3254.993609718	351.351	1081.081	750.000	0.0912	0.0693	843.750	0.9375	375.000	bk
13	Spectrogram 1	1	3255.577998806	3255.811078847	135.135	567.568	375.000	0.2331	0.1600	468.750	0.8372	187.500	bm
14	Spectrogram 1	1	3256.125230207	3256.483295198	81.081	594.595	93.750	0.3581	0.3093	375.000	0.9545	281.250	bm
15	Spectrogram 1	1	3256.750154955	3257.141999661	135.135	513.514	375.000	0.3918	0.3093	375.000	0.8630	93.750	bm
