Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	354.878907613	355.380671572	135.553	474.436	344.531	0.5018	0.3309	430.664	0.7882	172.266	bm
2	Spectrogram 1	1	355.779801994	356.399404460	159.751	431.328	258.398	0.6196	0.4818	344.531	0.8868	86.133	bm
3	Spectrogram 1	1	357.448547284	357.965516212	175.726	511.203	344.531	0.5170	0.2728	430.664	0.6250	172.266	bm
4	Spectrogram 1	1	357.699429264	358.626932340	654.979	1086.307	947.461	0.9275	0.7779	947.461	0.8994	86.133	us
13	Spectrogram 1	1	358.163180802	358.847404383	95.851	463.278	344.531	0.6842	0.5747	344.531	0.9487	86.133	bm
5	Spectrogram 1	1	358.634534825	358.752373330	575.104	1022.407	775.195	0.1178	0.0813	947.461	0.8947	258.398	bk
6	Spectrogram 1	1	358.767578299	358.893019289	495.228	1006.432	775.195	0.1254	0.0755	861.328	0.8500	258.398	bk
7	Spectrogram 1	1	358.931031710	359.041267731	447.303	1006.432	775.195	0.1102	0.0813	861.328	0.9444	258.398	bk
14	Spectrogram 1	1	358.991851584	359.288348469	143.776	399.378	258.398	0.2965	0.1974	344.531	0.8235	172.266	bm
8	Spectrogram 1	1	359.094485121	359.216124869	463.278	1006.432	775.195	0.1216	0.0755	861.328	0.9000	258.398	bk
9	Spectrogram 1	1	359.284547227	359.398584490	431.328	974.482	775.195	0.1140	0.0871	861.328	0.8947	258.398	bk
10	Spectrogram 1	1	359.482211817	359.600050323	495.228	974.482	775.195	0.1178	0.0929	861.328	0.9474	258.398	bk
15	Spectrogram 1	1	359.489814301	359.687478891	143.776	415.353	258.398	0.1977	0.0987	344.531	0.6970	172.266	bm
11	Spectrogram 1	1	359.691280133	359.805317397	399.378	958.506	775.195	0.1140	0.0871	861.328	0.8947	258.398	bk
12	Spectrogram 1	1	359.892745966	360.014385713	399.378	974.482	775.195	0.1216	0.0813	861.328	0.8500	344.531	bk
16	Spectrogram 1	1	360.390708683	360.964696243	143.776	495.228	258.398	0.5740	0.3193	344.531	0.6939	172.266	bm
