Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	275.123833490	275.542271787	95.870	455.380	258.398	0.4184	0.2380	344.531	0.7606	86.133	bm
2	Spectrogram 1	1	277.993124669	278.257139308	71.902	551.250	344.531	0.2640	0.1335	344.531	0.6444	86.133	bm
3	Spectrogram 1	1	278.309444095	279.051673932	623.152	1078.533	861.328	0.7422	0.4702	947.461	0.6929	172.266	us
4	Spectrogram 1	1	279.046692523	279.123904352	647.120	1006.630	861.328	0.0772	0.0406	861.328	0.8333	86.133	bk
5	Spectrogram 1	1	279.176209139	279.235986038	527.283	1078.533	775.195	0.0598	0.0406	861.328	0.8889	172.266	bk
6	Spectrogram 1	1	279.305725755	279.377956175	551.250	1078.533	775.195	0.0722	0.0522	861.328	1.0000	172.266	bk
7	Spectrogram 1	1	279.452677299	279.522417015	503.315	1006.630	775.195	0.0697	0.0522	861.328	1.0000	258.398	bk
8	Spectrogram 1	1	279.609591661	279.689294193	503.315	1054.565	775.195	0.0797	0.0580	861.328	1.0000	258.398	bk
9	Spectrogram 1	1	279.786431655	279.873606300	431.413	1054.565	775.195	0.0872	0.0580	861.328	0.9286	258.398	bk
10	Spectrogram 1	1	279.975725170	280.067881224	407.446	958.696	775.195	0.0922	0.0639	861.328	0.8667	258.398	bk
11	Spectrogram 1	1	280.174981502	280.272118964	407.446	934.728	689.062	0.0971	0.0697	861.328	0.9375	344.531	bk
12	Spectrogram 1	1	280.394830341	280.495218387	431.413	1006.630	775.195	0.1004	0.0697	861.328	0.8750	258.398	bk
13	Spectrogram 1	1	280.623785534	280.725934774	359.511	982.663	689.062	0.1021	0.0697	861.328	0.8824	344.531	bk
14	Spectrogram 1	1	280.861546696	280.965457130	335.543	958.696	689.062	0.1039	0.0755	861.328	0.9412	344.531	bk
