Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	780.762949188	781.140727876	134.411	487.241	258.398	0.3778	0.2670	344.531	0.8438	86.133	bm
2	Spectrogram 1	1	783.471220303	783.717801724	117.610	504.042	344.531	0.2466	0.1393	344.531	0.7805	86.133	bm
3	Spectrogram 1	1	783.779447079	784.457545986	621.652	1041.687	861.328	0.6781	0.5341	947.461	0.8793	172.266	us
4	Spectrogram 1	1	784.457545986	784.543164534	604.851	1024.886	861.328	0.0856	0.0522	947.461	0.8462	172.266	bk
5	Spectrogram 1	1	784.563712986	784.663030503	487.241	1024.886	775.195	0.0993	0.0464	861.328	0.7500	172.266	bk
6	Spectrogram 1	1	784.693853180	784.796595439	420.035	1041.687	775.195	0.1027	0.0522	861.328	0.8235	258.398	bk
7	Spectrogram 1	1	784.854816052	784.967832536	420.035	1024.886	775.195	0.1130	0.0522	861.328	0.7778	258.398	bk
8	Spectrogram 1	1	785.039752117	785.173317054	336.028	1075.290	775.195	0.1336	0.0639	861.328	0.7273	258.398	bk
9	Spectrogram 1	1	785.255510861	785.375376829	352.830	1058.489	775.195	0.1199	0.0639	861.328	0.7500	258.398	bk
10	Spectrogram 1	1	785.467844862	785.587710830	352.830	1024.886	775.195	0.1199	0.0639	861.328	0.7895	258.398	bk
11	Spectrogram 1	1	785.707576798	785.837716992	352.830	1024.886	775.195	0.1301	0.0697	861.328	0.7619	258.398	bk
12	Spectrogram 1	1	785.961007703	786.087723155	319.227	1041.687	775.195	0.1267	0.0697	861.328	0.7500	258.398	bk
13	Spectrogram 1	1	786.217863349	786.341154060	319.227	991.283	775.195	0.1233	0.0697	861.328	0.8000	344.531	bk
14	Spectrogram 1	1	787.526114775	788.303531198	134.411	470.439	258.398	0.7774	0.5108	344.531	0.7744	86.133	bm
15	Spectrogram 1	1	789.714524883	789.991928981	117.610	487.241	258.398	0.2774	0.1509	344.531	0.7872	86.133	bm
16	Spectrogram 1	1	790.303580499	790.796743340	151.213	470.439	258.398	0.4932	0.3309	344.531	0.7738	86.133	bm
