Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	251.096409051	251.604304045	110.917	491.202	344.531	0.5079	0.2380	344.531	0.7674	86.133	bm
2	Spectrogram 1	1	252.481577216	252.796125820	126.762	427.821	258.398	0.3145	0.2496	344.531	0.8889	172.266	bm
3	Spectrogram 1	1	253.933118023	254.215923190	142.607	491.202	344.531	0.2828	0.1741	430.664	0.7917	172.266	bm
4	Spectrogram 1	1	254.218808957	254.899849972	617.964	1061.630	861.328	0.6810	0.5224	947.461	0.8621	258.398	us
5	Spectrogram 1	1	254.464099153	254.567986766	396.131	855.642	689.062	0.1039	0.0697	775.195	0.8824	258.398	bk
6	Spectrogram 1	1	254.885421137	254.977765681	617.964	998.249	775.195	0.0923	0.0464	947.461	0.8000	258.398	bk
7	Spectrogram 1	1	255.021052186	255.104739430	554.583	982.404	775.195	0.0837	0.0464	861.328	0.8462	172.266	bk
8	Spectrogram 1	1	255.162454770	255.263456615	459.512	966.559	775.195	0.1010	0.0522	861.328	0.7647	258.398	bk
9	Spectrogram 1	1	255.321171956	255.416402267	396.131	1014.095	775.195	0.0952	0.0522	861.328	0.8000	258.398	bk
10	Spectrogram 1	1	255.485660675	255.592434055	380.285	998.249	775.195	0.1068	0.0522	861.328	0.7647	258.398	bk
11	Spectrogram 1	1	255.667463997	255.777123143	364.440	998.249	775.195	0.1097	0.0464	861.328	0.7222	258.398	bk
12	Spectrogram 1	1	255.857924620	255.964697999	380.285	998.249	775.195	0.1068	0.0580	861.328	0.8235	258.398	bk
13	Spectrogram 1	1	256.057042544	256.160930156	316.905	982.404	775.195	0.1039	0.0522	861.328	0.7647	258.398	bk
14	Spectrogram 1	1	256.261932001	256.374476915	364.440	950.714	775.195	0.1125	0.0580	861.328	0.7222	344.531	bk
15	Spectrogram 1	1	256.487021828	256.599566742	348.595	982.404	775.195	0.1125	0.0580	861.328	0.7368	258.398	bk
16	Spectrogram 1	1	256.726540490	256.827542336	332.750	982.404	775.195	0.1010	0.0522	861.328	0.8125	258.398	bk
17	Spectrogram 1	1	256.986259521	257.095918668	364.440	966.559	775.195	0.1097	0.0522	861.328	0.7222	344.531	bk
18	Spectrogram 1	1	258.056879083	258.362770386	126.762	507.047	258.398	0.3059	0.2322	344.531	0.9038	172.266	bm
19	Spectrogram 1	1	258.530144873	259.165013615	142.607	459.512	344.531	0.6349	0.3483	344.531	0.8073	86.133	bm
20	Spectrogram 1	1	258.761006233	258.965895691	617.964	950.714	775.195	0.2049	0.1219	861.328	0.8529	172.266	bk
