Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3028.118862656	3028.692903393	150.000	475.000	281.250	0.5740	0.4160	375.000	0.8208	187.500	bm
2	Spectrogram 1	1	3030.956682173	3031.303498451	175.000	550.000	375.000	0.3468	0.2827	468.750	0.9062	187.500	bm
3	Spectrogram 1	1	3031.241310705	3031.992347335	550.000	1100.000	843.750	0.7510	0.5867	937.500	0.8786	187.500	us
4	Spectrogram 1	1	3031.989955499	3032.054535081	550.000	1075.000	750.000	0.0646	0.0427	843.750	0.8182	187.500	bk
5	Spectrogram 1	1	3032.131073846	3032.212396284	450.000	1125.000	750.000	0.0813	0.0427	843.750	0.8571	187.500	bk
6	Spectrogram 1	1	3032.284151376	3032.377432996	475.000	1050.000	750.000	0.0933	0.0587	843.750	0.8750	187.500	bk
7	Spectrogram 1	1	3032.449188088	3032.561604399	425.000	1100.000	750.000	0.1124	0.0747	843.750	0.9000	281.250	bk
8	Spectrogram 1	1	3032.645318673	3032.748167638	400.000	1100.000	750.000	0.1028	0.0640	843.750	0.8947	281.250	bk
9	Spectrogram 1	1	3032.860583949	3032.961041078	425.000	1025.000	750.000	0.1005	0.0693	843.750	0.9444	281.250	bk
10	Spectrogram 1	1	3033.087808407	3033.188265536	375.000	1100.000	750.000	0.1005	0.0640	843.750	0.8889	281.250	bk
11	Spectrogram 1	1	3033.750347091	3033.994314404	150.000	525.000	281.250	0.2440	0.1760	375.000	0.8636	93.750	bm
12	Spectrogram 1	1	3035.065857112	3035.383971354	125.000	500.000	281.250	0.3181	0.2293	375.000	0.8136	187.500	bm
