Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	2135.170171584	2135.466870511	117.187	539.062	375.000	0.2967	0.1760	375.000	0.7636	93.750	bm
2	Spectrogram 1	1	2136.156792228	2136.245215777	140.625	515.625	281.250	0.0884	0.0533	375.000	0.8000	187.500	bm
3	Spectrogram 1	1	2136.240561906	2136.324331583	421.875	937.500	656.250	0.0838	0.0427	750.000	0.7857	187.500	bk
4	Spectrogram 1	1	2136.996815937	2137.099201098	140.625	492.187	281.250	0.1024	0.0747	375.000	0.9474	187.500	bm
5	Spectrogram 1	1	2137.092220292	2137.173663034	421.875	914.062	750.000	0.0814	0.0480	750.000	0.8667	93.750	bk
6	Spectrogram 1	1	2137.532011098	2137.722819807	117.187	539.062	375.000	0.1908	0.1067	375.000	0.7429	93.750	bm
7	Spectrogram 1	1	2137.804262549	2138.504670129	445.312	1125.000	843.750	0.7004	0.5333	937.500	0.8923	187.500	us
8	Spectrogram 1	1	2137.999725129	2138.088148678	492.187	890.625	843.750	0.0884	0.0747	843.750	0.9375	187.500	bk
9	Spectrogram 1	1	2138.351092387	2138.437189000	93.750	445.312	281.250	0.0861	0.0747	375.000	0.9333	281.250	bm
10	Spectrogram 1	1	2138.513977871	2138.604728354	562.500	1101.562	750.000	0.0908	0.0640	937.500	0.9375	281.250	bk
11	Spectrogram 1	1	2138.637305451	2138.730382870	93.750	468.750	187.500	0.0931	0.0800	375.000	0.9375	281.250	bm
12	Spectrogram 1	1	2138.679190290	2138.772267709	421.875	1078.125	750.000	0.0931	0.0587	843.750	0.9375	281.250	bk
13	Spectrogram 1	1	2138.853710451	2138.958422547	421.875	1054.687	750.000	0.1047	0.0640	843.750	0.8333	281.250	bk
14	Spectrogram 1	1	2139.046846096	2139.142250450	421.875	960.937	656.250	0.0954	0.0640	843.750	0.8824	281.250	bk
15	Spectrogram 1	1	2139.256270289	2139.358655450	328.125	1007.812	656.250	0.1024	0.0800	843.750	0.8889	281.250	bk
16	Spectrogram 1	1	2140.017178191	2140.282448836	140.625	562.500	375.000	0.2653	0.1813	468.750	0.7917	187.500	bm
