Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3057.776519391	3058.263609108	100.000	525.000	281.250	0.4871	0.3200	375.000	0.7778	187.500	bm
2	Spectrogram 1	1	3060.697141613	3060.962635453	175.000	525.000	375.000	0.2655	0.1920	468.750	0.7959	187.500	bm
3	Spectrogram 1	1	3060.938717089	3061.656268010	475.000	1125.000	843.750	0.7176	0.5920	937.500	0.9624	187.500	us
4	Spectrogram 1	1	3061.711280247	3061.802170031	525.000	1050.000	750.000	0.0909	0.0427	843.750	0.7500	187.500	bk
5	Spectrogram 1	1	3061.864357777	3061.962423070	500.000	1025.000	750.000	0.0981	0.0640	843.750	0.8235	187.500	bk
6	Spectrogram 1	1	3062.034178162	3062.129851618	425.000	1100.000	750.000	0.0957	0.0587	843.750	0.8235	281.250	bk
7	Spectrogram 1	1	3062.220741401	3062.311631184	425.000	1025.000	750.000	0.0909	0.0587	843.750	0.8750	281.250	bk
8	Spectrogram 1	1	3062.421655659	3062.507761769	450.000	1100.000	750.000	0.0861	0.0533	843.750	0.8667	187.500	bk
9	Spectrogram 1	1	3062.639312772	3062.742161737	425.000	1050.000	750.000	0.1028	0.0640	843.750	0.8947	281.250	bk
10	Spectrogram 1	1	3063.203786163	3063.445361639	100.000	550.000	281.250	0.2416	0.1600	375.000	0.7778	93.750	bm
11	Spectrogram 1	1	3063.739557517	3063.947647284	175.000	500.000	281.250	0.2081	0.1227	375.000	0.7895	93.750	bm
