Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3379.426770212	3379.791343473	131.409	450.546	281.250	0.3646	0.2187	375.000	0.8209	187.500	bm
2	Spectrogram 1	1	3380.213980081	3380.416520782	131.409	469.319	281.250	0.2025	0.1440	375.000	0.8378	187.500	bm
3	Spectrogram 1	1	3382.394668295	3382.820003767	112.636	525.637	281.250	0.4253	0.3413	375.000	0.9231	187.500	bm
4	Spectrogram 1	1	3382.890893012	3383.069803965	150.182	506.864	281.250	0.1789	0.1440	468.750	0.9688	281.250	bm
5	Spectrogram 1	1	3385.338259816	3385.564430265	187.727	488.091	281.250	0.2262	0.1227	375.000	0.6905	93.750	bm
14	Spectrogram 1	1	3385.564430265	3386.384720104	619.501	1126.365	843.750	0.8203	0.6400	937.500	0.9216	281.250	us
6	Spectrogram 1	1	3385.719711469	3385.939130562	150.182	469.319	281.250	0.2194	0.1707	468.750	0.9000	281.250	bm
15	Spectrogram 1	1	3385.783849358	3385.888495387	450.546	938.637	843.750	0.1046	0.0800	937.500	0.8421	281.250	bk
16	Spectrogram 1	1	3386.094411766	3386.195682117	450.546	807.228	656.250	0.1013	0.0693	750.000	0.9444	187.500	bk
7	Spectrogram 1	1	3386.371217391	3386.519747238	150.182	469.319	281.250	0.1485	0.1013	375.000	0.8148	187.500	bm
17	Spectrogram 1	1	3386.371217391	3386.469112063	525.637	1013.728	843.750	0.0979	0.0800	937.500	0.9412	281.250	bk
18	Spectrogram 1	1	3386.502868846	3386.597387840	506.864	1032.501	750.000	0.0945	0.0853	937.500	0.9412	375.000	bk
19	Spectrogram 1	1	3386.651398694	3386.745917688	431.773	1032.501	750.000	0.0945	0.0693	843.750	1.0000	281.250	bk
8	Spectrogram 1	1	3386.850563716	3386.961961102	168.955	488.091	281.250	0.1114	0.0640	468.750	0.8000	281.250	bm
20	Spectrogram 1	1	3386.860690751	3386.955209745	469.319	957.410	750.000	0.0945	0.0853	843.750	1.0000	281.250	bk
21	Spectrogram 1	1	3387.036226026	3387.140872054	394.228	1032.501	750.000	0.1046	0.0800	843.750	0.8889	281.250	bk
9	Spectrogram 1	1	3387.245518083	3387.360291147	168.955	450.546	281.250	0.1148	0.0747	375.000	0.8571	187.500	bm
22	Spectrogram 1	1	3387.259020797	3387.370418182	413.000	1051.274	750.000	0.1114	0.0907	843.750	0.9474	375.000	bk
23	Spectrogram 1	1	3387.400799287	3387.488566924	375.455	994.956	750.000	0.0878	0.0587	843.750	0.7500	281.250	bk
24	Spectrogram 1	1	3387.512196673	3387.606715667	413.000	1070.047	750.000	0.0945	0.0747	843.750	0.8824	375.000	bk
10	Spectrogram 1	1	3387.697858982	3387.816007724	187.727	488.091	281.250	0.1181	0.0747	468.750	0.9048	187.500	bm
25	Spectrogram 1	1	3387.789002298	3387.859891543	469.319	1051.274	750.000	0.0709	0.0533	843.750	0.9167	281.250	bk
11	Spectrogram 1	1	3388.113067419	3388.352740582	131.409	488.091	281.250	0.2397	0.1760	375.000	0.8409	93.750	bm
26	Spectrogram 1	1	3388.312232442	3388.400000079	394.228	957.410	656.250	0.0878	0.0640	843.750	0.8750	281.250	bk
12	Spectrogram 1	1	3388.386497366	3388.686932739	131.409	525.637	281.250	0.3004	0.2560	468.750	0.9273	281.250	bm
13	Spectrogram 1	1	3389.075135749	3389.220289918	131.409	525.637	281.250	0.1452	0.0853	375.000	0.7692	187.500	bm
