Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1820.935299268	1821.698092382	125.000	475.000	281.250	0.7628	0.5760	375.000	0.8521	187.500	bm
2	Spectrogram 1	1	1823.681354480	1823.838680560	106.066	459.619	281.250	0.1573	0.1120	375.000	0.8571	187.500	bm
3	Spectrogram 1	1	1823.936413427	1824.441763866	123.744	565.685	375.000	0.5054	0.3627	468.750	0.8280	187.500	bm
4	Spectrogram 1	1	1824.181937461	1824.811241780	583.363	1096.016	843.750	0.6293	0.4640	937.500	0.9231	187.500	us
5	Spectrogram 1	1	1824.804090595	1824.892288549	494.975	1007.627	843.750	0.0882	0.0587	937.500	0.8750	281.250	bk
6	Spectrogram 1	1	1824.939963119	1825.044847172	459.619	1096.016	750.000	0.1049	0.0693	937.500	0.9444	281.250	bk
7	Spectrogram 1	1	1825.099672927	1825.192638338	424.264	1060.660	750.000	0.0930	0.0587	843.750	0.9375	187.500	bk
8	Spectrogram 1	1	1825.259382735	1825.354731874	441.942	989.949	750.000	0.0953	0.0640	843.750	0.9412	281.250	bk
9	Spectrogram 1	1	1825.428627457	1825.531127782	388.909	1025.305	750.000	0.1025	0.0693	843.750	0.9474	281.250	bk
10	Spectrogram 1	1	1825.638395564	1825.736128432	441.942	989.949	750.000	0.0977	0.0747	843.750	1.0000	281.250	bk
11	Spectrogram 1	1	1825.845779942	1825.936361624	441.942	1025.305	750.000	0.0906	0.0533	843.750	0.8125	281.250	bk
12	Spectrogram 1	1	1826.067466691	1826.179501929	406.586	1025.305	750.000	0.1120	0.0747	843.750	0.9000	281.250	bk
13	Spectrogram 1	1	1826.630026613	1826.792120149	194.454	530.330	375.000	0.1621	0.0800	468.750	0.7241	187.500	bm
14	Spectrogram 1	1	1826.773050322	1826.870783189	494.975	972.272	656.250	0.0977	0.0693	843.750	0.9444	281.250	bk
15	Spectrogram 1	1	1827.276017031	1827.388052270	194.454	601.041	375.000	0.1120	0.0587	468.750	0.8000	187.500	bm
16	Spectrogram 1	1	1827.383284813	1827.469099038	477.297	936.916	750.000	0.0858	0.0640	843.750	1.0000	281.250	bk
17	Spectrogram 1	1	1827.933926093	1828.050728788	159.099	512.652	375.000	0.1168	0.0693	468.750	0.7619	187.500	bm
18	Spectrogram 1	1	1828.031658960	1828.136543014	459.619	954.594	750.000	0.1049	0.0693	843.750	0.8947	281.250	bk
23	Spectrogram 1	1	1828.079333530	1828.298636550	141.421	441.942	375.000	0.2193	0.1920	375.000	0.9250	93.750	bm
24	Spectrogram 1	1	1828.157996570	1828.224740967	530.330	901.561	750.000	0.0667	0.0427	843.750	0.7500	281.250	bk
19	Spectrogram 1	1	1828.594218882	1828.694335478	176.777	530.330	375.000	0.1001	0.0587	468.750	0.8333	187.500	bm
20	Spectrogram 1	1	1828.694335478	1828.780149704	424.264	901.561	656.250	0.0858	0.0693	843.750	1.0000	281.250	bk
25	Spectrogram 1	1	1828.749161234	1828.889801214	141.421	441.942	375.000	0.1406	0.1173	375.000	0.8800	93.750	bm
26	Spectrogram 1	1	1828.863580201	1828.942243241	548.008	883.883	750.000	0.0787	0.0587	843.750	0.9286	281.250	bk
21	Spectrogram 1	1	1829.302186242	1829.423756394	141.421	494.975	375.000	0.1216	0.0800	468.750	0.8095	187.500	bm
22	Spectrogram 1	1	1829.411837752	1829.488117063	512.652	972.272	656.250	0.0763	0.0587	750.000	1.0000	187.500	bk
27	Spectrogram 1	1	1830.124572568	1830.243758992	194.454	494.975	375.000	0.1192	0.0693	468.750	0.8095	187.500	bm
28	Spectrogram 1	1	1830.217537979	1830.308119661	494.975	954.594	750.000	0.0906	0.0533	843.750	0.9375	281.250	bk
29	Spectrogram 1	1	1830.351026774	1830.527422682	141.421	459.619	281.250	0.1764	0.1653	375.000	0.9688	187.500	bm
30	Spectrogram 1	1	1830.415387443	1830.522655225	565.685	936.916	750.000	0.1073	0.0800	843.750	0.8947	187.500	bk
31	Spectrogram 1	1	1831.521437459	1831.676379810	159.099	494.975	375.000	0.1549	0.1013	468.750	0.8571	187.500	bm
32	Spectrogram 1	1	1831.607251684	1831.683530996	548.008	883.883	750.000	0.0763	0.0480	843.750	1.0000	281.250	bk
33	Spectrogram 1	1	1831.678763539	1831.752659122	406.586	883.883	750.000	0.0739	0.0587	843.750	0.9231	281.250	bk
34	Spectrogram 1	1	1833.136703629	1833.234465563	176.777	477.297	281.250	0.0978	0.0533	375.000	0.8235	187.500	bm
35	Spectrogram 1	1	1833.231094462	1833.332227496	494.975	866.206	656.250	0.1011	0.0640	750.000	0.9444	187.500	bk
36	Spectrogram 1	1	1834.316589032	1834.444690875	88.388	406.586	93.750	0.1281	0.1013	375.000	0.9130	281.250	bm
37	Spectrogram 1	1	1834.417722066	1834.501999595	512.652	919.239	656.250	0.0843	0.0587	750.000	1.0000	187.500	bk
38	Spectrogram 1	1	1835.263868454	1835.354888185	176.777	441.942	281.250	0.0910	0.0587	375.000	0.9412	187.500	bm
39	Spectrogram 1	1	1835.351517084	1835.462763422	459.619	866.206	656.250	0.1112	0.0747	750.000	0.9500	187.500	bk
40	Spectrogram 1	1	1836.410042845	1836.521289183	176.777	406.586	281.250	0.1112	0.0693	375.000	0.8500	187.500	bm
41	Spectrogram 1	1	1836.507804778	1836.598824509	477.297	901.561	656.250	0.0910	0.0533	750.000	0.9375	187.500	bk
42	Spectrogram 1	1	1836.989872243	1837.141571794	141.421	441.942	281.250	0.1517	0.1227	375.000	0.8571	187.500	bm
43	Spectrogram 1	1	1837.637123663	1837.997831486	123.744	441.942	281.250	0.3607	0.2720	375.000	0.8806	187.500	bm
44	Spectrogram 1	1	1838.395621422	1838.564176479	141.421	477.297	281.250	0.1686	0.0907	375.000	0.7000	187.500	bm
