Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1861.537340764	1861.728039043	141.421	406.586	281.250	0.1907	0.1387	375.000	0.8286	187.500	bm
2	Spectrogram 1	1	1862.176216971	1862.287463309	141.421	441.942	281.250	0.1112	0.0747	375.000	0.8421	187.500	bm
3	Spectrogram 1	1	1862.371740838	1862.877406010	159.099	530.330	375.000	0.5057	0.3947	375.000	0.9255	93.750	bm
4	Spectrogram 1	1	1865.446185086	1865.651822256	194.454	548.008	375.000	0.2056	0.1387	375.000	0.9189	93.750	bm
5	Spectrogram 1	1	1865.682162166	1866.538421858	530.330	1113.693	843.750	0.8563	0.6880	1031.250	0.9182	375.000	us
6	Spectrogram 1	1	1865.840603920	1865.955221359	477.297	883.883	843.750	0.1146	0.0800	843.750	0.9000	281.250	bk
7	Spectrogram 1	1	1866.551906262	1866.683379207	494.975	1042.983	750.000	0.1315	0.1013	937.500	0.9583	281.250	bk
8	Spectrogram 1	1	1866.727203522	1866.838449860	441.942	1078.338	750.000	0.1112	0.0800	937.500	0.9000	375.000	bk
13	Spectrogram 1	1	1866.804738849	1866.926098490	176.777	459.619	281.250	0.1214	0.0747	375.000	0.8636	187.500	bm
9	Spectrogram 1	1	1866.899129681	1867.027231524	388.909	1042.983	750.000	0.1281	0.0907	843.750	0.9565	281.250	bk
10	Spectrogram 1	1	1867.108137952	1867.232868695	406.586	1042.983	750.000	0.1247	0.0960	843.750	0.8261	281.250	bk
11	Spectrogram 1	1	1867.340743931	1867.448619168	441.942	1060.660	750.000	0.1079	0.0693	843.750	0.8947	281.250	bk
12	Spectrogram 1	1	1867.489072382	1867.600318720	406.586	1025.305	750.000	0.1112	0.0960	843.750	0.9000	281.250	bk
14	Spectrogram 1	1	1867.977882048	1868.183519219	123.744	548.008	375.000	0.2056	0.1333	468.750	0.8684	187.500	bm
15	Spectrogram 1	1	1868.210488028	1868.304878860	477.297	901.561	656.250	0.0944	0.0800	750.000	0.9412	187.500	bk
16	Spectrogram 1	1	1868.965614685	1869.151025248	159.099	494.975	281.250	0.1854	0.1067	375.000	0.7273	187.500	bm
