Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	1653.970862976	1654.297200566	141.421	459.619	281.250	0.3263	0.2400	375.000	0.8500	187.500	bm
2	Spectrogram 1	1	1654.717561880	1654.876003634	106.066	512.652	281.250	0.1584	0.0907	375.000	0.7241	187.500	bm
3	Spectrogram 1	1	1655.216484851	1655.428864223	194.454	618.718	375.000	0.2124	0.1440	468.750	0.7895	187.500	bm
4	Spectrogram 1	1	1655.432235324	1656.082857846	636.396	1096.016	843.750	0.6506	0.5440	937.500	0.9174	187.500	us
5	Spectrogram 1	1	1655.688439011	1655.774402091	141.421	530.330	281.250	0.0860	0.0587	375.000	0.8667	187.500	bm
6	Spectrogram 1	1	1655.771030990	1655.850251867	601.041	1025.305	843.750	0.0792	0.0640	937.500	0.9231	281.250	bk
7	Spectrogram 1	1	1656.081172295	1656.160393172	565.685	1042.983	843.750	0.0792	0.0693	937.500	0.9286	281.250	bk
8	Spectrogram 1	1	1656.239614049	1656.300293870	459.619	1131.371	750.000	0.0607	0.0533	1125.000	0.9091	562.500	bk
9	Spectrogram 1	1	1656.300293870	1656.371086994	106.066	459.619	281.250	0.0708	0.0480	375.000	0.8333	187.500	bm
10	Spectrogram 1	1	1656.377829196	1656.460421174	494.975	1060.660	656.250	0.0826	0.0693	937.500	0.9333	375.000	bk
11	Spectrogram 1	1	1656.569981962	1656.649202839	441.942	1042.983	656.250	0.0792	0.0640	843.750	0.9286	281.250	bk
12	Spectrogram 1	1	1656.772248031	1656.853154458	388.909	1025.305	656.250	0.0809	0.0693	843.750	1.0000	375.000	bk
13	Spectrogram 1	1	1656.896978773	1656.971142999	141.421	494.975	281.250	0.0742	0.0480	468.750	0.8462	281.250	bm
14	Spectrogram 1	1	1656.981256302	1657.065533831	424.264	1025.305	656.250	0.0843	0.0640	843.750	0.9333	281.250	bk
15	Spectrogram 1	1	1657.522979846	1657.666003555	176.777	530.330	375.000	0.1430	0.0800	468.750	0.7692	187.500	bm
16	Spectrogram 1	1	1657.661236098	1657.737515409	441.942	883.883	656.250	0.0763	0.0587	750.000	1.0000	281.250	bk
17	Spectrogram 1	1	1657.735131681	1657.809027264	459.619	848.528	656.250	0.0739	0.0533	843.750	0.7692	375.000	bk
18	Spectrogram 1	1	1658.223796020	1658.357284815	159.099	583.363	375.000	0.1335	0.0747	468.750	0.8333	187.500	bm
