Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	3417.696205999	3418.240434031	132.743	530.973	281.250	0.5442	0.3787	375.000	0.8119	93.750	bm
2	Spectrogram 1	1	3418.046569754	3418.154591461	450.546	919.865	656.250	0.1080	0.0800	750.000	0.9474	281.250	bk
3	Spectrogram 1	1	3418.529291758	3418.654191856	150.182	488.091	281.250	0.1249	0.0907	375.000	0.9091	187.500	bm
4	Spectrogram 1	1	3418.603556681	3418.718329745	525.637	919.865	750.000	0.1148	0.0800	843.750	0.9500	187.500	bk
5	Spectrogram 1	1	3419.018765118	3419.109908434	112.636	525.637	281.250	0.0911	0.0427	375.000	0.6875	187.500	bm
6	Spectrogram 1	1	3419.076151650	3419.184173357	525.637	882.319	656.250	0.1080	0.0747	750.000	0.9500	187.500	bk
7	Spectrogram 1	1	3419.498111444	3419.565625011	56.318	450.546	93.750	0.0675	0.0640	375.000	1.0000	281.250	bm
8	Spectrogram 1	1	3419.555497976	3419.670271040	506.864	882.319	750.000	0.1148	0.0853	843.750	0.9524	281.250	bk
9	Spectrogram 1	1	3420.031468623	3420.146241687	131.409	450.546	281.250	0.1148	0.0853	375.000	0.9048	187.500	bm
10	Spectrogram 1	1	3420.119236260	3420.210379576	469.319	844.774	656.250	0.0911	0.0587	750.000	0.8750	187.500	bk
11	Spectrogram 1	1	3420.385914850	3420.709979971	112.636	544.410	375.000	0.3241	0.2240	468.750	0.8333	187.500	bm
12	Spectrogram 1	1	3420.598582586	3421.293972326	563.182	1070.047	843.750	0.6954	0.5387	937.500	0.9457	281.250	us
13	Spectrogram 1	1	3420.662720475	3420.770742182	525.637	938.637	843.750	0.1080	0.0693	937.500	0.8947	281.250	bk
14	Spectrogram 1	1	3421.010415345	3421.152193835	168.955	488.091	281.250	0.1418	0.0960	375.000	0.8846	187.500	bm
16	Spectrogram 1	1	3421.300723683	3421.374988606	619.501	1013.728	843.750	0.0743	0.0587	937.500	0.9231	187.500	bk
15	Spectrogram 1	1	3421.378364285	3421.499888705	131.409	469.319	281.250	0.1215	0.0800	375.000	0.9091	187.500	bm
17	Spectrogram 1	1	3421.445877852	3421.547148202	525.637	1032.501	750.000	0.1013	0.0800	937.500	0.9444	281.250	bk
18	Spectrogram 1	1	3421.601159056	3421.692302371	450.546	994.956	750.000	0.0911	0.0747	843.750	1.0000	281.250	bk
19	Spectrogram 1	1	3421.736186190	3421.948853926	75.091	488.091	93.750	0.2127	0.1867	375.000	0.9487	281.250	bm
20	Spectrogram 1	1	3421.736186190	3421.837456540	469.319	1032.501	750.000	0.1013	0.0907	843.750	1.0000	281.250	bk
21	Spectrogram 1	1	3421.938726891	3422.026494528	431.773	976.183	750.000	0.0878	0.0640	843.750	0.9333	281.250	bk
22	Spectrogram 1	1	3422.127764878	3422.229035229	394.228	1032.501	750.000	0.1013	0.0853	843.750	1.0000	281.250	bk
23	Spectrogram 1	1	3422.272919047	3422.357311006	469.319	994.956	750.000	0.0844	0.0587	843.750	0.8571	187.500	bk
24	Spectrogram 1	1	3422.367438041	3422.455205678	375.455	994.956	750.000	0.0878	0.0693	843.750	0.8750	281.250	bk
25	Spectrogram 1	1	3422.478835427	3422.630740952	150.182	450.546	281.250	0.1519	0.1067	375.000	0.8929	187.500	bm
26	Spectrogram 1	1	3422.951430396	3423.140468383	168.955	488.091	375.000	0.1890	0.1120	375.000	0.8235	93.750	bm
27	Spectrogram 1	1	3422.975060144	3423.133717027	563.182	976.183	750.000	0.1587	0.1173	843.750	0.9310	93.750	bk
28	Spectrogram 1	1	3423.265368482	3423.670449884	93.864	506.864	281.250	0.4051	0.3467	375.000	0.9467	187.500	bm
