Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Delta Time (s)	Dur 90% (s)	Freq 95% (Hz)	Time 95% Rel.	BW 90% (Hz)	Sequence
1	Spectrogram 1	1	438.838238588	439.347860731	115.809	579.044	344.531	0.5096	0.2786	430.664	0.7011	172.266	bm
2	Spectrogram 1	1	442.111304748	442.422341737	69.485	625.368	344.531	0.3110	0.1335	430.664	0.5660	172.266	bm
3	Spectrogram 1	1	442.340993601	443.463119354	301.103	1250.735	861.328	1.1221	0.9927	947.461	0.9427	602.930	us
4	Spectrogram 1	1	443.443978616	443.570786004	463.235	1019.118	775.195	0.1268	0.0929	861.328	0.9048	344.531	bk
9	Spectrogram 1	1	443.556430450	443.666489693	92.647	463.235	258.398	0.1101	0.0755	430.664	0.8333	258.398	bm
5	Spectrogram 1	1	443.601889703	443.740660051	440.074	1088.603	775.195	0.1388	0.1045	861.328	0.9565	258.398	bk
6	Spectrogram 1	1	443.776548935	443.898571138	301.103	1158.088	775.195	0.1220	0.0813	861.328	0.8500	344.531	bk
7	Spectrogram 1	1	443.958385944	444.058874817	416.912	1111.765	775.195	0.1005	0.0755	861.328	0.9412	344.531	bk
8	Spectrogram 1	1	444.154578506	444.250282195	463.235	1181.250	775.195	0.0957	0.0697	861.328	0.9375	344.531	bk
10	Spectrogram 1	1	444.209608127	444.281385894	92.647	509.559	344.531	0.0718	0.0522	430.664	0.9091	258.398	bm
11	Spectrogram 1	1	444.272397783	444.353605055	555.882	1019.118	689.062	0.0812	0.0755	861.328	1.0000	258.398	bk
12	Spectrogram 1	1	444.367139601	444.465265056	440.074	949.632	775.195	0.0981	0.0813	861.328	0.9375	344.531	bk
13	Spectrogram 1	1	444.566774147	444.675050511	463.235	1065.441	775.195	0.1083	0.0755	861.328	0.8889	344.531	bk
14	Spectrogram 1	1	444.756257783	444.854383238	69.485	486.397	258.398	0.0981	0.0697	344.531	0.8125	258.398	bm
15	Spectrogram 1	1	444.800245056	444.928823238	393.750	1019.118	775.195	0.1286	0.1045	861.328	0.9524	344.531	bk
16	Spectrogram 1	1	445.033715966	445.135225057	509.559	1065.441	775.195	0.1015	0.0697	947.461	0.8750	430.664	bk
17	Spectrogram 1	1	445.226583239	445.361928694	138.971	463.235	344.531	0.1353	0.0929	430.664	0.8182	258.398	bm
18	Spectrogram 1	1	445.314557785	445.416066876	393.750	1019.118	689.062	0.1015	0.0697	861.328	0.8750	344.531	bk
19	Spectrogram 1	1	445.730745058	445.862706876	138.971	555.882	344.531	0.1320	0.0639	430.664	0.8095	258.398	bm
20	Spectrogram 1	1	445.828870513	445.930379604	393.750	972.794	689.062	0.1015	0.0697	775.195	0.9412	258.398	bk
21	Spectrogram 1	1	446.312730514	446.387170514	138.971	555.882	344.531	0.0744	0.0639	430.664	1.0000	258.398	bm
22	Spectrogram 1	1	446.366868696	446.461610514	509.559	995.956	689.062	0.0947	0.0639	775.195	1.0000	258.398	bk
23	Spectrogram 1	1	446.451459605	446.783055969	92.647	440.074	344.531	0.3316	0.2322	430.664	0.7500	172.266	bm
24	Spectrogram 1	1	446.556352332	446.691697787	393.750	856.985	602.930	0.1353	0.1161	775.195	1.0000	344.531	bk
25	Spectrogram 1	1	447.084199606	447.195859606	115.809	463.235	344.531	0.1117	0.0755	430.664	0.8333	258.398	bm
26	Spectrogram 1	1	447.162023243	447.273683243	463.235	995.956	689.062	0.1117	0.0639	775.195	0.8333	258.398	bk
27	Spectrogram 1	1	447.886121426	447.974095971	92.647	532.721	258.398	0.0880	0.0522	430.664	0.7857	258.398	bm
28	Spectrogram 1	1	447.957177790	448.062070517	416.912	1019.118	689.062	0.1049	0.0697	775.195	1.0000	258.398	bk
29	Spectrogram 1	1	448.708345064	449.165135974	92.647	579.044	344.531	0.4568	0.3077	430.664	0.8182	172.266	bm
